,country iso3,units,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
10,ATG,kg/person/year,16.68248520280546,18.995500879223084,19.35706407700286,19.74188822000062,20.112422725620544,20.444459041494497,20.71865190024691,20.91449402690862,21.044090734023538,21.08444262728877,21.04324901015889,20.949680996745343,20.795478917338386,20.577666993945694,20.396234161564827,20.285442157592858,20.170453089629437,20.061205493930355,19.999976918205117,20.029818832176755,20.19377866254895,20.113265258517462,19.869559808775268,19.81871740090987,19.873397846894377,19.531853459446186,19.487356507195052,19.455839794519644,19.40560068376647,19.316974511472345,19.282578983536073,18.671700680679656,18.210183245817735,17.927304460887612,17.644342988816966,17.365008188393492,17.23592573666852,17.007462235385777,16.485455461886346,15.575305614691128,14.8212495893331,14.45428049609473,14.293067949608778,14.077094777950665,13.983722113750055,13.892973723916791,13.981254374632305,14.03897218752291,14.14108029273896,14.209082545398784,14.269188884826901,14.34370431533593
11,AUS,kg/person/year,36.47532820394133,35.90025817408395,35.60458917162068,35.5665428838232,35.563203032349115,35.62815580015315,35.661236346336594,35.68336372261828,35.68700465134822,35.68520642792097,35.632294858579186,35.61601771447012,35.56607166016556,35.57227448250467,35.61994036011481,35.644516298377866,35.726100182564664,35.760815169073304,35.75152899525854,35.73396543590519,35.757584426159475,35.2498905389499,34.50351146341841,34.06998715732701,32.41814022703148,32.326207953691494,28.833619395409414,28.263214067258726,26.48035902229838,26.46057441672395,25.742697410271543,25.52096325997838,25.580741097728552,23.364139505699754,22.212042731839748,21.610897426920374,20.758076055311395,20.934626286700652,21.287690878198493,20.730495378483024,20.888625008004844,19.79015857521172,17.18933153301279,16.768781917051225,15.35353296845887,14.277550757504251,14.573816029895147,14.532966766488002,14.494895486665122,14.436836607186054,14.418655993828372,14.45086427618801
12,AUT,kg/person/year,19.069961055271584,20.836586610974052,20.78644902933237,20.74162999792722,20.776672026889454,20.902672085931687,20.92811124667102,20.908209800413886,20.912538587680114,20.93426918955477,20.919870535501467,20.875284503458488,20.8692337770451,20.91039814562693,20.91945269371308,20.917166690462484,20.968521200310864,20.809959679115416,20.67479119764059,20.598600662354773,20.543860084877327,20.22048661568397,19.45837150639806,19.021920710016776,17.804382369308783,16.82729271540534,15.82324392316903,15.007960731539095,14.429543655394239,13.804594559479549,13.19407670102022,12.636632653455523,12.738500279388816,15.763553075397802,11.724490602773981,11.203024886045203,10.538048675914633,9.329595892165043,8.791090179401335,8.386860000387873,7.893536529496418,7.319043370396487,6.756080961832875,7.4795220940616,6.9942129354917215,5.230134949261787,5.193784191237049,5.1715883041691635,5.189781102661011,4.771632575069425,4.392969707772882,4.249872419589957
13,AZE,kg/person/year,4.470206782698964,4.980018162405992,5.0379105213523365,5.095327184550184,5.151880686876607,5.207605184669668,5.237928747514553,5.267209046665375,5.297985321422451,5.333122821238396,5.371585867973668,5.4039072658760325,5.432454296268822,5.457460769762725,5.47941184571045,5.49958156351431,5.506642011420253,5.510358650457716,5.511856905176328,5.544456932526126,5.5824657897866885,5.518940921373706,5.146545183163952,4.74304002149544,4.401172626839583,4.184723115759386,4.16224553618818,4.211518531237823,4.31533348892738,4.3842622615872795,4.475701851949804,4.6003726151640745,4.727009267422246,4.864608265501242,4.993269832427242,5.310611723388349,5.707482616226004,6.025351775471197,6.180358613136599,6.310797284887827,6.393087519056311,6.401867716212412,6.449868631218389,6.546700071550218,6.612438727315878,6.654749007882107,6.640858107907903,6.66554183143626,6.722016990109256,6.766568590281325,6.830400782973104,6.901058845408491
14,BDI,kg/person/year,0.10364863417633599,0.12211027108316423,0.1295209338053501,0.1370934173847009,0.14120238250387426,0.14571667708961464,0.15214540722638273,0.15868633603877655,0.1650823868266727,0.17238655720737742,0.17668990101060925,0.18156175060147065,0.18938148882090386,0.19693466953749977,0.20519284775314378,0.2143043493996998,0.22575485910550913,0.23684048429617532,0.2482540661322043,0.2602035246038807,0.2714705393122424,0.2846761158409338,0.2913489078804336,0.30459149252429246,0.3075506939732293,0.2874601537815558,0.28387678208541023,0.28998847177518655,0.3017354506065441,0.3043572160983499,0.3072502466213059,0.314820969964516,0.3267856813790413,0.3283714563609502,0.33777266076478385,0.34147595420313026,0.35412452384042437,0.3641373989638509,0.37489370200336813,0.38012954558442025,0.38905381049162313,0.4015599422192653,0.414850209029196,0.42923711733639736,0.4433502737955045,0.4428693990431194,0.44974099644038923,0.4573011188778848,0.4646571788045945,0.4655717736507479,0.46834458695727177,0.47178126502293444
15,BEL,kg/person/year,10.310460196176262,11.314041924839612,11.316662748113512,11.326297824263618,11.343344036339897,11.368033673714052,11.391270198364216,11.41158216206658,11.430881975956424,11.450217225368874,11.468629738864212,11.471320431832202,11.474390039548181,11.482555476782522,11.493173763263652,11.503629240321423,11.522363844606721,11.534792850338391,11.540941363175724,11.545339452345084,11.727927649982531,11.742783500016522,11.907805654375727,10.862342689472783,11.422272833860784,11.015820021206123,10.12087407753791,9.88296846462171,9.307277875630831,8.718873801995457,8.23852140969919,6.621971804792296,6.037663971094197,4.873639713687221,4.930179855843486,4.243639012206548,4.003385561564211,3.4421640520428727,2.9888776621307955,2.7626854336155575,2.455832692898853,2.5288607386004767,2.516735995562018,2.900332944293733,2.656868218440056,2.5882246835890714,2.588622641161628,2.5892950205700056,2.6228327223420864,2.5709162279780635,2.5224597237805595,2.5125396496427355
16,BEN,kg/person/year,0.22007220286046403,0.2713557584273184,0.2911160186842481,0.31130880939461725,0.33198934321622914,0.3531477467268653,0.3755364093178134,0.39849042704808807,0.4219028467540591,0.4456798989514505,0.4696723938960688,0.4861461083878781,0.501566328236095,0.5172220536403704,0.5331023034892513,0.5491609729066431,0.5662482603118569,0.5835916780242096,0.6013051404785016,0.6197600289227421,0.6391346097051107,0.6552624539088456,0.6683090338643493,0.6787679237092374,0.6855485765758955,0.7122638996524278,0.7293636986524035,0.7462253894573938,0.7578642413220136,0.7724046704521367,0.7893044091262774,0.8080030638213788,0.8254252328759734,0.8392550161684601,0.8552534577248315,0.8623078407098592,0.8770360427038983,0.9005984428462234,0.9213574630146357,0.9338862905144216,0.9445463720023164,0.9584109321646594,0.9789041544052183,1.0082732399315921,1.0362942707329472,1.0497405049639235,1.0643364656612273,1.0858300246295975,1.1120801487485263,1.1259502347381432,1.1406539687813684,1.1552311849217063
17,BFA,kg/person/year,0.1275815626418607,0.14828248082628961,0.15168284438219978,0.15505445852284847,0.1583369669510917,0.16149653237525993,0.17360021750595117,0.18678479141514726,0.199841980951914,0.2129201988069818,0.2260705451408899,0.2449236217065077,0.26489166395445285,0.2850669260816361,0.3053920071764913,0.3259441088029292,0.3358040131264463,0.3445492226069342,0.3535797930446044,0.3628620701887325,0.372339214571289,0.39289016101505553,0.39923332418478613,0.4095493634798922,0.4164076086293123,0.4314723512796304,0.4674635120591534,0.49795758335020446,0.529561854951231,0.5618747468724298,0.5812634983017344,0.6178563636084256,0.6520277508188276,0.6956349134397357,0.7322995680600152,0.7811356589872663,0.823126997900287,0.8638536944762898,0.9118589205662752,0.9470660405091442,0.9895972400111187,1.0374627927705644,1.0857908123487034,1.132933850482876,1.175057053728095,1.2152768661063438,1.2570118777003843,1.3018458979124574,1.3497152828806138,1.3821544961679608,1.415586923487961,1.4484366493674878
18,BGD,kg/person/year,0.09851215954770864,0.121100634812421,0.12917029533181282,0.13558028892740437,0.14214055815820484,0.14926120922015823,0.1655920058775796,0.18400014316859087,0.20310463638271636,0.22293379402828906,0.2430623866796958,0.2549455513468101,0.26532271717970785,0.27567518108784056,0.2863324559778692,0.2975303105165775,0.30825017759115625,0.31939136972467264,0.3308186315365664,0.34233302126064336,0.353697722800176,0.36540508667951616,0.38027395077769804,0.3944685113710072,0.40747964220425553,0.4226405763402596,0.4380401333933833,0.4534005929710502,0.46972909550628883,0.4854200110887298,0.5022398088801368,0.5253722083453571,0.547750323226571,0.5723625127555833,0.5989300355941551,0.629333126369702,0.665111938212387,0.6914664453504702,0.7302463321481517,0.7670412056153357,0.803855697606378,0.8447388448149321,0.8874072524410755,0.9298772972016209,0.9735533967814027,1.0201172471906483,1.0621916334085528,1.1042909315317226,1.1496761515601301,1.1884519285933193,1.2281542736902742,1.2666413121094067
19,BGR,kg/person/year,17.18744718608986,18.13755308422486,18.281632524719967,18.42693811096924,18.564184969192485,18.716120328647957,18.826788999733107,18.954385328645937,19.103360031203582,19.266633910848014,19.4515827041605,19.576847193961473,19.712423531355327,19.86237159568435,20.019822107177255,20.191147835023497,20.244486698064577,20.2996812200292,20.363599689143562,20.43141914316657,20.400835909704828,20.45424835056515,20.487533065029407,20.516783612330435,20.54859900188057,20.58736345655051,20.667566862448485,20.92976452604567,20.8694017448485,20.652877155822846,20.134505036178826,20.200227533146812,20.06179452396609,19.888758685723282,19.721267451284856,19.593047996449492,19.361743827579474,19.210950588543778,19.017414268462716,19.260917293513135,18.480763306677723,18.333370919281517,18.02588119435619,16.443446838633825,16.64265506522732,18.464814429698905,18.506923841709362,18.547825712935794,18.350674908338412,18.758190554169765,19.1996195074862,19.431712213834185
20,BHR,kg/person/year,10.094450120210734,11.423335297863995,11.333497701026145,11.267422246499269,11.279168014853285,11.370201463680045,11.542215946082909,11.777927308084367,12.026235703302389,12.223696612916754,12.333740969823632,12.378904253693399,12.38452431653688,12.342219189934829,12.287442843295478,12.256618663820662,12.260967590639632,12.293922810395337,12.339153130418527,12.372886817927087,12.381736217048305,12.47492664723551,12.471515338467366,12.565449082982283,12.438386456118122,12.376683289991908,12.337046502968601,12.30312190914267,12.342191973092593,12.444337305284824,12.648235681986865,12.881552686483799,13.202706347340726,13.438979127889795,13.374331072846513,13.230118750862882,13.218902998882573,13.338009548392556,13.43830877153276,13.397226331228122,13.64786620633793,14.09563710840483,14.264946379685028,14.132415228659088,13.894509011782928,13.739958486035965,13.78151030555786,13.948627687884821,14.284046127814085,14.680820251307733,15.329615142040206,16.020879449011627
21,BHS,kg/person/year,14.847234161019154,16.804198494629546,17.007918480899246,17.213251288136675,17.42989934766316,17.670448023917555,17.91373165568473,18.155659814372978,18.41278425879516,18.688599758410124,18.982450455099393,19.331619383130956,19.697502718106875,20.052785723743163,20.38864064607988,20.697058019476284,20.94917065278624,21.18765729877513,21.418710029672262,21.640562564684192,21.870105754098397,21.73189893793768,21.53791194483231,21.483825325171434,21.564573758743798,21.69544437672373,21.799462785610938,21.809070452917585,21.89996939579103,22.136165351693563,22.337345448833283,22.475853245322277,22.666095021638196,22.735004925543148,22.869175011657617,23.093980216670307,23.278882616745964,23.40312638466698,23.357466337498316,23.199043508101738,23.248416033483085,23.316871712600346,23.49782316142658,23.5714536205282,23.630216593752486,23.718561724183274,23.70506532203871,23.804714457887073,23.95282484538076,24.05806150229782,24.208612973949922,24.381546686187015
22,BIH,kg/person/year,0.21506548382700996,0.24762087093999285,0.2573200015084722,0.2672736590837736,0.2773947692557964,0.28758110767859496,0.2981627147155483,0.308870356052802,0.3197650778270037,0.3309749471046409,0.3425136769748942,0.34897658471821097,0.35476991901585236,0.36056272265962297,0.3665013083036199,0.372665142664304,0.37837974921126105,0.38428370096910114,0.3895140837902727,0.3926820292671432,0.3926943066357461,1.1063871788431734,1.6465360959420963,2.110211794240956,2.44924996951025,2.643137739704527,3.122092122468141,3.33972574297313,3.4601717273779062,3.5517229862006245,3.615433223322765,3.6742577308240034,3.7503976298994144,3.832959425770665,3.9573057294588763,4.1160216569552714,4.239438640629597,4.378924318066976,4.531080415954842,4.601078145076655,4.697333838845496,4.799788482670174,4.880909897875393,4.9759015650171845,5.053316391612258,5.160717685560976,5.280352503786283,5.410582170621335,5.549433115057105,5.665023478973944,5.788847338874346,5.935912951780878
23,BLR,kg/person/year,6.414029923945449,6.368213271842114,6.322235077837991,6.2779477306118725,6.2340228180807316,6.191276491373618,6.150081268241517,6.108885599833832,6.068273832205614,6.029130853387491,5.991663030732515,5.955348307477451,5.918312123315878,5.879788856502001,5.841658267093533,5.804842693012117,5.765888901532789,5.7271867549528945,5.692341382583601,5.662678501609128,5.6404616980924915,5.634449400566114,5.63419394845716,5.6413111810485095,5.68211334369463,5.856512602362752,6.989640883823143,7.084391969235041,7.302885473189002,7.7536097919930995,8.003143002392926,8.171288150870158,8.496215420425939,9.376020491021746,11.547743625096402,9.041519982550865,9.714508744994784,9.481589687935644,12.856258479298672,13.72839283262012,14.831570791118303,14.041380244424094,14.12436199606571,14.910290544649197,15.4972751409647,16.599265177887286,16.71947870699858,16.64582643470106,16.66694709829454,17.04774632253084,17.471050028533053,17.72460922806733
24,BLZ,kg/person/year,17.80114850611637,20.08424133465891,20.05809089873655,20.018229892508376,19.96706782290779,19.838139166399344,19.628801267035538,19.412587001786566,19.213051830834285,19.045739089109663,18.89258218203303,18.758296179443953,18.6877047726007,18.66409619378993,18.659638832056523,18.65213187241795,18.642878569407443,18.635812355646273,18.61580734704291,18.562755520388933,18.471248774435484,18.766260225373,19.112871631611306,19.22326211307776,19.048781299834186,18.860040016550727,18.706010834717404,18.645074733542746,18.615647386909696,18.804466580963165,19.179402356630035,19.24298511936719,19.236766736564356,19.385156399435605,19.360354756804885,19.236281649570756,19.198227605051105,19.038397585766205,18.955960254243944,18.78552492697289,18.74892280495303,18.735112657436165,18.743685582822593,18.664965560144246,18.69552161232265,18.739638637762695,18.689349406085,18.716293407182413,18.823977964873606,18.88861148439584,19.017408797548622,19.15857230864333
25,BMU,kg/person/year,7.679936481357582,8.627032069593064,8.687028127472272,8.746515392095418,8.80337170854205,8.856470388135609,8.908720182417326,8.966118707403712,9.024119086858517,9.086286916068357,9.128133522777562,9.130531002785537,9.117429124006222,9.106943365462248,9.096433478115657,9.089628317788566,9.089085785785338,9.091042752822219,9.09313320691505,9.09407640314913,9.09592787924117,9.028199904029444,8.995188265586057,9.016541100101637,9.015333884422699,9.06186062090507,9.084494557701538,9.127351173684227,9.163376031358679,9.191187617344092,9.296077942089589,9.386850843205966,9.355410764314037,9.382503263425914,9.40467544567947,9.408871195906382,9.463153964387692,9.481355152420672,9.461022142749218,9.335439498584122,9.241796089958076,9.134492900427652,9.009797381818753,8.926846164725223,8.901307568959039,8.890386049895952,8.863696691186655,8.799453160162622,8.727158770754746,8.657434000044193,8.591339619227247,8.535828290555736
26,BOL,kg/person/year,0.37471071219471086,0.42899044391296404,0.43296446071931605,0.43697736826107125,0.4410383308902192,0.4452179425918371,0.45638720778505654,0.46864498979160185,0.4810614836983507,0.4936357422113119,0.5063717127786569,0.5218852943675326,0.5379799479104068,0.554269072250834,0.5706726710602941,0.5871081354574724,0.6034994199460809,0.6198392250767477,0.6361838554935927,0.6526932684960107,0.6694842201737439,0.6881115012166642,0.7008479784902235,0.7179506719624748,0.7371049252265289,0.7571237010953684,0.7734988381939522,0.7909199593174613,0.8090018161462728,0.8177428897020305,0.8295521882449968,0.839694051498099,0.8512522434022693,0.8634739307230745,0.8789408365257823,0.8954442454388472,0.7436609238820967,0.7631838363657165,0.7859501434768035,0.797901204092807,0.8107358109197156,0.8251801213348935,0.8398584990357244,0.8579754075752077,0.8742665145461197,0.8893481496265988,0.900369594950908,0.9108818190480495,0.9216657877451396,0.9322795967850908,0.9441268315124243,0.9560938324730585
27,BRA,kg/person/year,5.982509946588081,6.948334469716428,7.124971053860158,7.302023908636067,7.48206225869074,7.665715410495342,7.84497963666358,8.02424192593935,8.204129310585385,8.38557235461231,8.568359074830516,8.744115268627635,8.922086288146666,9.102095027546362,9.282818699397316,9.463443656723728,9.63215326222218,9.799724232289126,9.967845637244634,10.137130439359941,10.308797057983174,10.46505110873413,10.579337330807626,10.801074333945076,11.056218126637745,11.298976053078645,11.490873394721934,11.706889084808402,11.858330698907373,12.005368469851517,12.249767059460616,12.356896515893348,12.48665180727084,12.579854757009445,12.781283638450232,11.134443110153274,11.316892091749779,10.523284773938943,9.550526021078056,9.596974148062086,9.76850152949406,9.894173233921759,9.975381460852535,10.073553195385207,10.126843280380657,10.093124067343444,10.034961395324416,10.059164088045195,10.093446153426706,10.09215187690055,10.101047723638304,10.126506276398105
28,BRB,kg/person/year,14.419760997345453,15.919556928848774,16.082050732182555,16.24920208214786,16.41792635056152,16.581176448861143,16.729412075497567,16.870155155461564,17.0023297880335,17.12932748021234,17.253754305786064,17.037819728102672,16.79345506615345,16.55153655845773,16.316657097271445,16.095630917071784,15.902627856317682,15.726027566558804,15.562980142571554,15.407636957697703,15.244897567084383,14.996792764438208,14.631653088482084,14.513176777381943,14.495956036692624,14.4412207917195,14.44868485299951,14.485205158486307,14.494541830562657,14.396200232921604,14.402037889363214,14.231515829220317,14.113744166625509,14.043468660786766,13.959934372356566,13.947741501060943,13.990850215167976,13.93508538146395,13.820328244175546,13.593743955774297,13.481091372842734,13.428380267457873,13.371435237047834,13.306202792003322,13.24099743432375,13.198571118972033,13.243038900223578,13.269582076437654,13.255165732848031,13.255439644995718,13.254762710992436,13.26688902740683
29,BRN,kg/person/year,3.806029334594767,4.280783963248742,4.3558369941279205,4.434489348298326,4.511066705958631,4.583675139985281,4.613799819483049,4.635317681523864,4.6504086652390795,4.658032809282499,4.657483476135663,4.677626160793307,4.690773598255894,4.695669110476622,4.697583347759012,4.698899244246552,4.70792694206862,4.719040150289847,4.732839553544352,4.750555198506821,4.772990976855853,4.818917290606611,4.888073434151238,4.935155222118414,5.0000933566091765,5.0766041457951765,5.14484975652066,5.1799391688619645,5.217483734865626,5.281778147571129,5.346822665001527,5.4032148275981084,5.467746824614132,5.525895109036423,5.5629744815808095,5.593591806419391,5.646226174061716,5.665349411962043,5.662888727940963,5.662617812934558,5.702398797855337,5.7618625008358535,5.809142585353906,5.832369190700555,5.852529976518999,5.8882096541364435,5.895744260055775,5.934197599645809,5.967737401874854,5.997945075988248,6.030077026756466,6.062127077952189
30,BTN,kg/person/year,0.2785017693251554,0.3324993365030744,0.3524739240991702,0.3724936333016677,0.39266154557090965,0.413019701715053,0.4384400881028181,0.46473756168488817,0.4910511579199223,0.5171961710692105,0.5430478491904772,0.5741632840588277,0.6053455176210141,0.6364772462323341,0.6688668562461689,0.7035389980809366,0.7489616598708807,0.7985582532082036,0.8482009384006646,0.8925939192192338,0.9291847172320312,0.9692014115087809,1.0756865848965094,1.1889363148647567,1.2615476372360817,1.3379868682127667,1.4229054537241534,1.5214057977062345,1.6314296460642421,1.7497953877833412,1.8629713362398608,1.9993582118821223,2.1593304624339305,2.3135720427200543,2.461667366307226,2.6282977775465346,2.777617595958768,3.004379254881208,3.1600855461897797,3.322205988776771,3.5293678634040897,3.720277673181174,3.8888214968099346,4.03177315291862,4.206652007783453,4.400003375615183,4.578689707190958,4.72426643832376,4.844707633562569,4.994617955004632,5.151524837240746,5.298828021704572
31,BWA,kg/person/year,0.2803649329787047,0.35562360717147873,0.39216024193308024,0.4247159608624168,0.45612648139889145,0.4876597054049428,0.5240123312763952,0.5612818674657484,0.5987642817924073,0.6362288326565192,0.6738530771905691,0.7629725930225175,0.8649564220402949,0.9728863481441328,1.0840309632396263,1.1978822648871874,1.3670124928052523,1.5498893728349237,1.7408281298280626,1.9407758621736213,2.1504498450815297,2.2864339536927125,2.3919991330952812,2.4889682487422915,2.595998150212099,2.7261701831827363,2.8168829663016406,2.9183511660212655,2.9763818657308487,3.0834855959039538,3.152013292675964,3.1751093170182694,3.2317755005348365,3.287099970256007,3.3292531182235883,3.3818472414742757,3.4973136299173953,3.6213238753389083,3.7327792082010838,3.740150993011508,3.853750137619521,3.952320736259306,4.039886822964662,4.1788078956795225,4.272871838412768,4.311343293060645,4.36930298407297,4.417481226549229,4.47729888868157,4.522923900938992,4.573579225863003,4.631950427086685
