,country iso3,units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
10,DNK,kg/person/year,10.636912278649994,10.563157461208974,10.316273605057942,10.071517519528339,9.310502561309379,8.511540598844817,8.12361749027594,7.353624916862595,6.701718220872571,6.7448360358669746,6.590504855175799,6.512152739154779,5.9076492905027855,6.037078553196505,5.08759177146636,4.893681529750292,5.2280168048524,4.902299525007612,4.7061927059121205,4.437997192598054,3.987812268050088,4.052431269874274,3.9562529651024922,3.7486234097021347,3.6958695426627353,3.491851091340637,3.281602237035946,3.135889304924496,3.049489640795072,2.922432179759329,2.866724165644512,2.6985030380404886
11,ESP,kg/person/year,5.630053793699436,5.986129259221393,6.396231609710371,6.763123815814221,7.0659782302143475,7.433965742166819,7.727600178170711,8.138692125943098,8.482559066483654,8.824612625742953,9.053118006361597,9.355413314651377,9.446602075695937,9.111208681355816,8.599609369891283,8.70725431772657,8.805372154332082,8.8630939754561,8.917058166072895,9.990025278851009,9.100610386321861,9.571695392276082,9.539116225777857,9.307808195846578,8.574974029664032,9.22359055831296,8.816320289977162,8.618179473992988,8.471400579837901,8.151480512703937,7.881041266361888,7.804959228448836
12,EST,kg/person/year,5.442708514298773,5.840718908129893,6.281088048206775,7.041858027575982,7.185913149866676,6.987931433760493,8.283870681413077,10.023413261940147,11.014978468333279,11.257095936277286,12.530909913898286,12.898916304980133,12.764220678012023,12.271261903862593,12.398167740358609,11.470905222645795,10.999532479648984,10.417748084869094,10.251168474476126,10.838282476356934,10.669715497992467,9.85960694605346,9.08859809661453,7.923880566374579,7.139294144153239,6.498924958439973,5.93234897239322,5.830785875780779,5.491716976743965,5.478991464008179,5.2326097505089795,5.2925270525693815
13,FIN,kg/person/year,34.71541720130099,34.97979465701233,34.91246516583304,34.67394730188798,34.00626705589414,33.243224754951285,32.26635493814039,31.25122412252431,29.625277702101695,28.75578509380812,26.764279158743392,25.468365131701955,23.440988748212707,21.791432936075637,20.49513174759441,18.532031817716533,19.00052546868731,18.045573710233292,17.113198351322612,16.338653557015927,16.176168657149713,15.415057247679451,15.039740737614334,14.08760471656623,13.06627254350501,12.633812059251811,11.700809328982157,10.958029765038651,10.640951661157606,10.328156143841833,10.019127409725492,9.48381701779916
14,FRA,kg/person/year,8.3781066811781,8.785117350896277,9.235005982666111,9.698889685035974,9.869562185151263,10.002049669977444,10.072346542632223,10.169715078034185,10.47466942069674,10.609732175766935,10.752177097945463,10.890917684778499,11.004161860985324,11.025481507539308,10.929654250440198,10.737132716827054,10.61238069803644,10.571308552487807,10.485575300922715,10.032068840141676,9.95026810699093,9.286003594249195,9.009488921029467,8.078966495524023,7.522548759454337,7.045696228471091,7.049177581542495,7.090901507020795,6.931624094087651,7.422535212135108,7.404336664853137,6.945552505327952
15,GBR,kg/person/year,42.22090839208503,42.53305919709912,42.479624296209956,42.747810679918956,43.01673962446859,43.681998063732465,43.70774238650022,43.44704625050508,42.62304600884424,40.59711873150379,38.76623773660217,37.785395123375025,36.824788409261025,34.17431013255759,31.056666976846305,29.073791696510156,26.788033643757732,24.43341777414613,21.434036014341878,18.742781993821037,15.581153616486223,14.060312773096767,13.027899466589393,11.079562942641909,9.507403420435061,9.0832301064201,8.58052532956967,8.636540376282817,8.638242347095538,8.472320293345643,7.702680475412859,7.3131908146277835
16,GRC,kg/person/year,8.708919760884784,8.897267546467697,9.104794288947346,9.32492029858415,9.561957360593256,9.815796260713968,10.086306347514556,10.377016038067286,10.685809007292885,11.011819340179725,11.41641150621548,9.868205389468828,10.290959503360913,11.016051101578794,11.207302879093993,11.947945159272772,12.455606798715129,12.260502352205714,12.658044967785305,11.765290726448232,12.487380617114376,11.73074608694634,11.022895701288403,11.392752257962988,11.66456571543362,11.65082943782263,11.70209047011185,12.160978527320538,12.596497658102358,12.576412972687493,13.0678780799954,14.30078666056533
17,HRV,kg/person/year,2.7178614065584368,2.8903549528860597,3.067688629279706,3.2164327464003595,3.3488118829463183,3.5216185844152417,3.7538463818492858,4.007656812036328,4.2970360313517535,4.605172894824304,4.961456752445453,5.306971715882771,5.681748227849154,6.1001600155951206,6.506883406265615,6.490119453267437,7.182263915729278,7.812154188052479,8.568151061618885,9.330047508815644,9.583314725784819,9.932812196237247,10.252343253913216,10.260867644735534,10.720278991692814,11.224742811963827,11.544199745475215,12.047273441223588,12.06410086115294,11.915194570241395,12.143994492954853,11.132709787126918
18,HUN,kg/person/year,9.765234606855353,10.129621474684045,10.34970757534815,10.619482369421982,10.83386953024416,11.0741767425206,11.2774906442081,11.529841546354753,11.824549567292568,12.138087602969982,12.463406125761521,12.580572237542672,13.019562300761672,13.396227511134814,13.531599598657154,13.705696528717759,13.668668993688788,13.735095784521079,13.652759731527139,13.769261273332498,13.666933307956104,13.113031307413255,13.436135679327057,12.741486241607685,12.425568628843395,12.298994620062581,11.966142268463361,11.999318647910211,11.972587557012769,11.948392693415038,11.89788513544015,11.866704850523472
19,IRL,kg/person/year,15.12692760829454,15.961815160847236,16.5678109921241,17.0413529268142,17.486844764500272,17.79876630496454,16.323599791168853,13.326094367714699,13.73786750972388,13.562550910212728,13.45906669878947,14.25400476415144,14.766801683312872,14.723351943391977,11.814145540395211,9.773800309297815,9.911155760625993,5.651525262074139,4.167126733653856,2.5317162048948973,2.4633994705181808,3.358442509451304,2.653418607764088,4.018189754374808,5.608633965188932,6.23201112260448,6.3578842752226095,6.017830706196116,5.731375256171221,5.415166138504505,5.334165143895915,5.036371169434371
20,ISL,kg/person/year,23.485660847623116,23.993326264094485,25.744036803668347,27.232655539684465,28.59835212602921,30.049933253013847,30.461249679159682,30.772305588230957,31.336973211805237,31.934546772636565,32.28505451926015,33.02047579039259,32.84129787142371,32.7243563093295,33.496792198001785,31.56314191105919,34.90284418949584,33.65881755506601,31.736868520844155,30.46351555646173,30.49509712376662,27.732965787536845,24.416008046009242,25.69037525090734,24.97699216130923,24.182683530175797,22.87587755805467,21.51194892646785,21.853966575340138,17.738513904549663,20.21293049316959,19.980080350493473
21,ITA,kg/person/year,8.60249380565275,9.036817648247132,9.335372688462632,9.73741068129484,10.183105601017386,10.634175174807536,11.107359900813572,11.501718718720642,11.31148682722543,11.344045948740971,12.076989596728929,12.94557573398302,12.410933928752412,12.216317682671741,11.71248490093219,11.685515412538797,11.247211770013871,10.95899121021153,10.558623977061641,10.575459280072064,10.405102684077603,10.004748197373335,10.03672087239457,9.205860678873158,9.16719960786432,9.319610574670506,9.108457884370218,9.095500806912733,9.103109956175164,9.001858620018371,9.579541814970945,9.449330094177917
22,JPN,kg/person/year,3.2144442132390605,3.1642679852228013,3.1282655588779953,3.047897794734248,2.9760238804442163,2.862612323463248,2.7561838277872046,2.638158738687713,2.5039490359700762,2.3767223964281476,2.258663013021483,2.14132761940361,2.0253247672783323,1.9098026584762573,1.791996476762535,1.6755486253229401,1.5564442730405623,1.4461626605959343,1.3238826763895073,1.217563092513422,1.1142310148348413,1.0317954475055617,0.9624042122747187,0.8964016501001889,0.8279311546474161,0.7670902179860775,0.7081242520231944,0.6606990643967037,0.6144644493861658,0.5745375878580138,0.5373110840813881,0.5037735419707916
23,KAZ,kg/person/year,3.594093236422856,3.747250760748396,3.8959323708385476,4.051309042793873,4.231167438569103,4.404805454729991,4.575004334361336,4.756507281217099,4.9495116210448655,5.105446913413547,5.196159449439439,5.263300828431641,5.32565337043971,5.377930131924368,5.416210349709891,5.442555585476162,5.454172688587342,5.496642037778512,5.657389178179481,5.806478320296294,6.003787504051188,6.15953224080498,6.326425796287686,6.429247263822593,6.5147827759625265,6.573816899379785,6.598426323168674,6.571183305492482,6.6150256291111615,6.686481544617761,6.744736868588488,6.72415468160414
24,LIE,kg/person/year,0.668874510638971,0.620826646109435,0.5764980475572158,0.535418836595695,0.49756174405721415,0.46257742129362256,0.4302774322653732,0.40065613521687127,0.3734380657598633,0.34820082520680673,0.3249725583561437,0.30399305576192476,0.28476478378298165,0.2669325988799999,0.2503583998827988,0.23487393004479382,0.2205285502327381,0.20727256454992887,0.19492677011186127,0.18325103408885773,0.17243536655875966,0.16224937216861476,0.1524859281761403,0.14341114664701407,0.13495524591950617,0.12713893704912327,0.11982309702916856,0.11288033907941619,0.10633520897304943,0.10017361208227223,0.09446092075627,0.08907712244140474
25,LTU,kg/person/year,10.870318340774057,11.11014122814472,11.339827081238187,11.565398868171561,11.680590319604562,11.770779210781466,11.939928566494089,12.113343801777093,12.256212566093115,12.39396975189703,12.623531666584961,13.178199164284045,13.476710790698899,13.782753654225102,13.723809302238461,13.663354481759532,13.659202018910104,13.653576467134593,12.699540370471238,12.790343372090947,12.768888220212972,12.195921620646677,12.136500902103771,11.837114850540356,11.299714093800473,10.816195245348197,10.375895131381037,10.31399829856382,8.79613196335884,8.418411527239723,8.265619866142142,7.9069655496413045
26,LUX,kg/person/year,9.671307045589126,9.754013731462297,9.663587395851895,9.409412465052144,8.412946883481867,8.271113141768836,8.153103694877784,8.240046647456664,8.150720524520816,8.044044719335714,7.596156896475065,7.413750891991682,7.300178676909913,7.230225722921186,6.701724039854147,6.423284374409027,6.219036567021342,6.082213502743858,5.836467049597368,5.6488954158936915,4.6356748380984865,4.549303976064036,4.230376249518626,4.221562481817974,4.076035694172054,3.816662061061559,3.3949893974948875,3.4030681120288855,3.138374735061201,2.9777901167830856,2.8455717923129793,2.6918947641273476
27,LVA,kg/person/year,4.681395443699619,4.8618305338886,5.05772266564902,5.274834197471922,5.516577119850847,5.775727722498873,6.043704434439462,6.320489449607051,6.610376608069156,6.909365304044724,7.21263367051841,7.524552766958274,7.4770445585003005,6.954965081222447,6.549208352216738,6.8198609044148535,7.112103751686318,7.381873368920275,7.811647456012165,7.921639198905178,7.996809246872436,8.004810563403463,8.046157614882038,7.837631927827547,7.843714144802393,7.327011491452728,7.358972496456247,7.1195431496327775,7.167158840733235,7.4116016851979625,7.336381967281139,7.104329156816319
28,MCO,kg/person/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,MLT,kg/person/year,4.5426410094127405,5.098210602970516,5.6622934855754545,6.228563896920592,6.797721733462039,7.375684915861609,7.964400703871477,8.542323726737417,9.266074324723387,9.953342754893544,10.686865799524314,11.324045622673475,12.014288818363871,12.700579364977356,13.419309810040827,14.151125564394599,14.749355287021816,15.322348702157877,7.605418587575042,9.29828268078159,8.044897181372544,9.018838728860736,9.567474072600515,9.257868646624718,10.030256031127719,10.672948466790062,11.332840295925275,10.945608234044467,11.295810523462446,11.733464383117932,12.173879092989166,12.400706296972764
30,NLD,kg/person/year,36.613482619432915,36.3895827658222,35.391112610098226,34.158442373923336,32.835139801902386,30.973093065233222,29.754517000060495,28.634417972244872,27.247069819835836,24.785971447051747,23.210876134846835,21.711097651650622,20.44389401485965,19.027489398862098,18.110354595067005,14.345502185170785,13.22306862663772,12.206220250166858,11.336623654258943,10.757136472194109,9.923341998904263,9.232455112847598,8.620228641603823,8.120159062680735,7.504730112286594,6.981407958312157,6.4980567155329165,5.971590027722003,5.752606698304464,5.460920573603675,5.064981524134637,4.808269761274673
31,NOR,kg/person/year,19.443062980887568,18.443931771051595,18.05102740731081,18.009608500288486,17.861403247924304,17.875682018327115,17.04793534420782,16.571580196094143,15.021447689316638,14.186676242038017,14.559699579310838,13.872931661533396,13.148519602559295,12.91761191824965,12.735469055982469,11.886689235370286,11.95060212478334,11.575976598747616,10.926839115188477,10.912702814069165,10.561877246463565,10.306028636772616,9.834571827650459,9.428136227165405,9.103280312881296,8.502141519194444,7.9358087715478955,7.4193815608164035,7.0817324042979335,6.648940073993896,6.269399909737076,6.103306311783722
32,NZL,kg/person/year,39.06766099063549,39.27630842214738,39.829237433405034,40.48499473367291,39.074666183769104,39.46960079492542,39.885680585996575,39.81025752586712,39.25996225954854,39.229359439792866,39.401913926372565,39.482509304984234,39.235290575033744,37.72704381680717,37.254714639318436,36.77581024813052,34.513588726938956,33.84585155643412,32.811504260433615,31.307540685508236,30.41587227213992,28.822058725831024,27.62462039581129,26.898988074944967,26.042005706812716,25.203874658079656,24.444907588194994,23.703101918804123,22.65787416532059,21.67394651052553,20.834759351637743,20.103642404724866
33,POL,kg/person/year,13.718050717590527,13.538914802093817,13.220497939436044,12.82569021159534,12.394288601912903,11.999017598767951,11.55487037329745,11.15258397060276,10.888190129488386,10.492309971843602,9.73629605080325,9.092104649744165,8.47930566988229,7.784712280245374,7.240431514721107,6.673857549336101,6.052935058113881,5.468054193236279,4.714402429304216,4.258233974639789,3.717225686843232,3.1286465119807194,2.6888360383995584,2.526200544171551,2.312223616782623,2.0827070971159056,1.7304904865314683,1.7508414397023326,1.7783477300792572,1.5746600575754512,1.28607393768356,1.2150525638064693
34,PRT,kg/person/year,11.274271518070234,11.842613883750106,12.438758244933672,13.025535342339706,13.611981720556605,14.221289954908187,14.845872307518047,15.49348245689355,16.18099495419062,17.00131901563752,17.80539337653425,18.23136838928783,18.552869613222928,18.839686711682553,18.888651942074986,18.232996014108142,17.899209641847886,17.519241826922354,17.006806095705365,16.783668939106125,16.199384246073784,16.21546431343478,15.614640577727153,15.287720265236295,14.948629749930047,14.232632125411419,14.112905854975446,13.935422808026772,13.883378983904379,13.919645108078768,13.48229144083947,13.381774255481378
35,ROU,kg/person/year,2.4024136555804843,2.4738747658564977,2.5475492743396635,2.617620975195999,2.684934315780276,2.7882772903348316,2.96539594222221,3.1373599659339653,3.19136309302683,3.31362217244113,3.506937723864266,3.7729773553283477,4.0184781587066425,4.320517315556061,4.603906101314665,4.864463796383508,5.004699548188344,5.369187311084895,5.560436334262721,5.805669776562224,6.102378708581295,5.208918383510583,6.397466328397301,7.02235403646675,7.070939215464636,7.109542436762436,7.262355606045384,7.421116666255928,7.517251571737861,7.821926798414667,7.956976589231435,8.04329590917466
36,RUS,kg/person/year,7.230172437951768,7.43640259175756,7.640742507004177,7.831614012917095,8.024686065554183,8.209976211306557,8.40151435862845,8.593748582257069,8.790420402883097,8.991538671046756,9.212622450642321,9.48169266587557,9.722016261877354,10.012341001900834,10.351619613147722,10.744223080806343,11.147991839578339,11.610257593948013,12.114846456060981,12.639263933880803,13.152445422443593,13.723872889667087,14.275478226348222,14.848645483338338,15.664053927259564,16.166524702446473,16.640235572301812,17.12471955934432,17.564378979190177,18.001624663865975,18.60709504892913,19.316495191780575
37,SVK,kg/person/year,5.306813220664903,5.452261266577411,5.446748814824016,5.485677614836289,4.955219516290397,5.019169048527486,5.0810134724682054,5.237558396233955,5.406516558201521,5.561613536263728,5.74757877079713,5.898141176990032,6.049131789171988,6.2859500001598505,6.55456173771255,6.783875777888153,6.9319215481986545,7.114168965673428,7.217549077153238,7.508945807921195,7.757895294160821,8.02739017122613,8.162746129590655,8.247804085458494,8.157930158921769,8.25463724892493,8.218993139552989,8.274711713194208,8.318553217434996,8.283488692038539,8.220500337109682,8.247653746900943
38,SVN,kg/person/year,7.511086795670889,7.6296205167464475,7.4157559483468205,7.270177640708028,7.173479524519563,7.0905460531774445,7.498824255990596,8.151683741912006,8.631658405177738,9.122009957290114,9.573421626054143,9.820275739221943,9.836743330921994,9.966987974098108,10.048283043822812,9.719721641501836,9.01569929296025,8.241019331546124,6.976931220340093,5.946688574353415,5.812493441657276,5.991941661677129,5.869586499132928,5.501990222254483,4.831007530371316,4.911639693240032,5.196350825170587,4.980086078517874,4.444799903809933,4.263054983486893,3.8893109005368474,3.476172426633742
39,SWE,kg/person/year,16.0109150439269,16.16827922153271,16.08679586541535,15.467998427889633,14.760212130906085,14.662807928560337,14.492275865029331,14.313979601935154,14.047546369032556,13.415345666732701,12.960606241283015,12.688465040819409,11.81146168069066,11.093839676502096,10.931153674609217,10.114438953196304,9.658526002759293,8.737851639715332,7.473510822073401,6.967652610963162,6.433649902850723,5.851203598976359,5.262040592791586,4.816339626829259,4.272250215552539,3.8193636250362335,3.4190785785355673,3.1514473317930563,2.8998272596699977,2.464966437771226,2.2085543821307594,1.8523467560451574
40,TUR,kg/person/year,4.955143434425706,4.984334295193954,5.01561508999629,5.06215072594407,5.106649558142132,5.144864605899212,5.259687200488223,5.412039713745018,5.599536023489128,5.8003590246174,5.977846183775061,6.157688091001565,6.321802120064764,6.461684469449761,6.6171012905123225,6.731393151748107,6.848543005334004,6.927978900913356,6.966718356637299,6.871900477712428,6.8662698653081495,6.951871180997634,6.726700087689281,6.275702827173583,6.158854761429179,6.306625595179415,5.971575313585975,5.615452021422358,5.60579117754964,5.287476322564603,5.282597219925269,4.405827208621752
41,USA,kg/person/year,28.46822844805924,28.441059199678193,27.993183431270577,27.296268862278506,26.893616395273163,25.85376425324875,25.031416021158723,23.339715726155795,21.675137358017608,20.471130317549253,19.782377665543333,18.9696787458496,18.601268664748638,18.752073387066574,18.252419872863545,17.771262552114795,17.306060684131005,16.847153469127264,16.40476434563685,15.976391994980851,15.952799477817335,14.746970252151527,14.803272191917523,14.254842207978369,14.110925804661857,13.841537844393908,13.295690639715737,13.413338900994773,13.622831833154216,13.780799111153582,13.264645010143338,12.994348671380598
42,UKR,kg/person/year,5.066771721768512,5.236944345777693,5.370679937182383,5.485709078293126,5.601674067555249,5.701982521261213,5.776536465818595,5.825467707084946,5.885079764526507,5.955789988823304,6.0365110887024365,6.127379177216095,6.220389576280024,6.299040800876686,6.3960492287624735,6.5135923804633835,6.6667617256998,6.7923804463290836,6.89309177039286,6.939173615619211,7.035610731125317,7.083735954882015,7.050336234016137,7.135440131013313,7.171740426072078,7.318033894113821,7.344734829470279,7.26903763487099,7.174886394170001,7.128462902427301,7.041899005202254,
43,AFG,kg/person/year,,,,,,,,,,,,,,,,0.25439152067590637,,,,,,,,0.15852277571224363,,,,,,,,
44,AGO,kg/person/year,,,,,,,,,,,1.4188063946567968,,,,,1.8394979908188591,,,,,,,,,,,,,,,,
45,ALB,kg/person/year,,,,,,,,,,,6.492728992046249,6.5765858323725315,6.627072841134977,6.82510877011928,7.509904911543115,7.722659575801101,8.893292805755635,9.085765052330514,8.62895786107547,10.810290659642709,,,,,,,,,,,,
46,ARE,kg/person/year,,,,,40.8325547525487,,,,,,30.225934279048882,,,,,70.77797137252969,,,,,,,,,47.28523279497589,,,,,,,
47,ARG,kg/person/year,6.377371594617428,,,,6.913379000083582,,,7.2737141018271805,,,9.635848265087027,,,,,,,,,,7.759100866924413,,8.90772188886133,,,,,,,,,
48,ARM,kg/person/year,6.855260127894001,,,,,,,,,,6.755829135530972,,,,,,7.351760424465866,,,,7.602095243073245,,,,,,,,,,,
49,ATG,kg/person/year,57.00480040424457,,,,,,,,,,74.61195123576044,,,,,,,,,,,,,,,,,,,,,
50,AZE,kg/person/year,,8.601446459776499,8.536846074319886,8.525721931234282,8.486450827678256,8.529241393122103,8.525492379578521,8.519935035495354,8.485161724222666,8.426887585171494,,8.415818212530926,8.41243808174434,8.411402922271217,8.556404482195527,,,,,,,,,3.1099441904178264,,,,,,,,
51,BDI,kg/person/year,,,,,,,,,0.037910043179008965,,,,,,,0.00135338618577066,,,,,0.0063550465918049475,,,,,,,,,,,
52,BEN,kg/person/year,,,,,,1.3148078288454284,,,,,0.19148265160031627,,,,,,,,,,,,,,,,,,,,,
53,BFA,kg/person/year,,,,,0.9278527866105071,,,,,,,,,,,,,,1.2320769000221414,1.2741196146561329,1.3141529871386117,1.3527960083001203,1.3895274274483205,1.4248933229487548,1.4595613984975764,1.4932135713720562,1.521620868109348,1.5471980087778407,,,,
54,BGD,kg/person/year,,,,,0.540501309645312,,,,,,,0.10450329931193995,,,,0.11709386648843796,,,,,,,,,,,,,,,,
55,BHR,kg/person/year,,,,,31.689630411257234,,,,,,174.29389887018195,,,,,,,,,,,,,,,,,,,,,
56,BHS,kg/person/year,,,,,,,,,,,0.21352926335480935,,,,,,,,,,,,,,,,,,,,,
57,BIH,kg/person/year,10.515518511184144,,,,,,,,,,,,5.262763306880008,5.84232237743663,6.524593201429976,6.974742346895369,7.010928891342466,9.026156070126492,10.534923571720318,11.709293865183232,9.970905946018565,10.686209606795574,11.907567695301877,11.057179717041242,9.800989507900718,,,,,,,
58,BLZ,kg/person/year,,,,,5.579187162325619,,,,,,3.9100521617596895,,,4.924279729391889,,,6.268854185066272,,,8.434896919193687,,,,,,,,,,,,
59,BOL,kg/person/year,0.338209468343171,,,,2.2849798835986017,,,,3.792720293937633,,4.151219366863982,,4.125572448456466,,4.16871060435562,,,,,,,,,,,,,,,,,
60,BRA,kg/person/year,5.964575662543326,6.06118134537422,6.169949491596547,6.264166364897947,6.358535214134544,6.439151686134281,6.530467325252723,6.629616323503728,6.707795338680346,6.786127371074373,6.847526736797287,6.922097410553676,7.015310592612004,7.09251010673108,6.929871385192507,6.955131383192011,6.973812328460926,6.7685486025583685,6.486660976833533,6.345442898830686,6.4602874493314335,6.808274813436972,6.828261112124863,7.248598015701498,7.12573721619987,7.06083471026027,7.237276680512227,,,,,
61,BRB,kg/person/year,27.04080844291299,,,,30.567952558537627,,,34.19141111752728,,,33.64642501336411,34.27289514629412,35.56394316560198,37.02728572728087,38.484696126080834,39.93626454912577,41.38107124147616,42.8045844411651,44.01489170502687,45.220450566133955,42.98890036992989,,,,,,,,,,,
62,BRN,kg/person/year,,,,,,,,,,,,,,,,,,,,,49.76486432251191,,,,,,,,,,,
63,BTN,kg/person/year,,,,,,,,,,,3.150507401989418,,,,,,,,,,,,,,,1.0655559053592618,,,,,,
64,BWA,kg/person/year,,,,,5.207695950367931,,,,,,2.773619921423753,,,,,,,,,,,,,,,0.49761882524116435,,,,,,
65,CAF,kg/person/year,,,,,1.2735880425767385,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,CHL,kg/person/year,2.1959296906781955,,,,2.934413948275782,,,,,,4.735601345484005,,,,,,6.5827470357838545,,,,5.675081194827478,,,7.532870643363693,,,8.4218656849009,,10.036654911784915,,,
67,CHN,kg/person/year,,,,,1.681456477600898,,,,,,,,,,,,,,,,1.935326496016014,,1.8520946646957062,,3.4630636589472457,,,,,,,
