City,Country,Country ISO3,Latitude,Longitude,Population,Input Data Source,Waste Generation Rate (tons/year),Waste Generation Rate per Capita (kg/person/day),Waste Components: Food (%),Waste Components: Green (%),Waste Components: Wood (%),Waste Components: Paper and Cardboard (%),Waste Components: Textiles (%),Waste Components: Plastic (%),Waste Components: Metal (%),Waste Components: Glass (%),Waste Components: Rubber/Leather (%),Waste Components: Other (%),Diversons: Compost (%),Diversons: Anaerobic Digestion (%),Diversons: Incineration (%),Diversons: Recycling (%),Emissions Source,Year,Emissions: Food (tons CH4/year),Emissions: Green (tons CH4/year),Emissions: Wood (tons CH4/year),Emissions: Paper and Cardboard (tons CH4/year),Emissions: Textiles (tons CH4/year),Emissions: Total (tons CH4/year),Emissions per Capita (kg CH4/person/year),Percentile: Emissions per Capita (%),Population Growth Rate: Historic (%),Population Growth Rate: Future (%),Average Annual Precipitation (mm/year),Percent of Waste to Landfills with Gas Capture (%),Percent of Waste to Landfills without Gas Capture (%),Percent of Waste to Dumpsites (%),Diversion Components: Composted Food (% of Total Composted),Diversion Components: Composted Green (% of Total Composted),Diversion Components: Composted Wood (% of Total Composted),Diversion Components: Composted Paper and Cardboard (% of Total Composted),Diversion Components: Anaerobically Digested Food (% of Total Digested),Diversion Components: Anaerobically Digested Green (% of Total Digested),Diversion Components: Anaerobically Digested Wood (% of Total Digested),Diversion Components: Anaerobically Digested Paper and Cardboard (% of Total Digested),Diversion Components: Incinerated Food (% of Total Incinerated),Diversion Components: Incinerated Green (% of Total Incinerated),Diversion Components: Incinerated Wood (% of Total Incinerated),Diversion Components: Incinerated Paper and Cardboard (% of Total Incinerated),Diversion Components: Incinerated Textiles (% of Total Incinerated),Diversion Components: Incinerated Plastic (% of Total Incinerated),Diversion Components: Incinerated Rubber/Leather (% of Total Incinerated),Diversion Components: Recycled Wood (% of Total Recycled),Diversion Components: Recycled Paper and Cardboard (% of Total Recycled),Diversion Components: Recycled Textiles (% of Total Recycled),Diversion Components: Recycled Plastic (% of Total Recycled),Diversion Components: Recycled Rubber/Leather (% of Total Recycled),Diversion Components: Recycled Metal (% of Total Recycled),Diversion Components: Recycled Glass (% of Total Recycled),Diversion Components: Recycled Other (% of Total Recycled),Informal Waste Collection Rate (%),Fraction of Waste to Methane Capture Landfills (%),Methane Capture Efficiency (%)
Jerusalem,Israel,ISR,31.76904,35.21633,778000.0,World Bank,536820.0000000001,1.89041095890411,42.15784215784216,3.1968031968031974,0.7992007992007993,15.284715284715286,2.997002997002997,17.182817182817185,2.4975024975024978,3.396603396603397,0.2997002997002997,12.187812187812188,0.0,0.0,0.0,5.0,SWEET Model,2022,4027.8275729325646,331.41291654854456,61.744589092182544,1829.320970217029,211.4123785581301,6461.718427348452,8.305550677825773,80.66666666666666,2.960326775815303,1.3754050584788402,383,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.463414634146346,3.9024390243902447,0.9756097560975612,18.65853658536585,3.6585365853658542,20.97560975609756,0.3658536585365854,1.4625228519195614,27.97074954296161,5.484460694698354,31.444241316270567,0.5484460694698355,4.570383912248629,6.215722120658136,22.30347349177331,0.0,0.0,60.0
Parma,Italy,ITA,44.8013678,10.3280833,192836.0,World Bank,97142.44,1.3801555271467814,22.98,0.0,5.08,14.38,0.0,26.4,10.01,0.4,3.32,17.43,0.0,0.0,0.0,72.0,SWEET Model,2022,446.638974076125,0.0,44.02375325138631,171.81642419138998,0.0,662.4791515189012,3.435453709467637,49.0,0.4472866651612062,0.3602915157812969,807,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.84589800443459,0.0,7.03991130820399,19.927937915742795,0.0,36.58536585365854,4.600886917960088,6.595689431316541,18.670475201246436,0.0,34.27681121786549,4.3105686834588415,12.996624253440665,0.5193456245131135,22.630485588158923,0.0,0.0,60.0
Milano,Italy,ITA,45.4641943,9.1896346,1236837.0,World Bank,668158.0,1.480041317500769,37.4,0.0,6.5,26.200000000000003,0.0,12.6,1.5,1.4,0.0,14.400000000000002,0.0,0.0,44.6,49.9,SWEET Model,2022,598.46130035816,0.0,6.399992844950517e-13,0.0,0.0,598.4613003581607,0.4838643251763657,5.0,0.7329460945223465,0.2306352981933157,1068,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.22370012091898,0.0,7.8597339782345825,31.6807738814994,0.0,15.235792019347038,0.0,10.383386581469647,41.853035143769965,0.0,20.127795527156547,0.0,2.396166134185303,2.236421725239616,23.003194888178918,0.0,0.0,60.0
Amman,Jordan,JOR,31.9515694,35.9239625,2400000.0,World Bank,996815.0,1.137916666666667,50.0,0.0,0.0,15.0,0.0,16.0,1.0,3.0,0.0,15.0,5.0,0.0,0.0,0.0,SWEET Model,2022,6461.433657276017,0.0,0.0,2330.826048995171,0.0,8792.259706271188,3.6634415442796615,53.0,4.635645465073424,1.206497776873494,325,90.0,0.0,10.0,76.92307692307692,0.0,0.0,23.07692307692308,0.0,0.0,0.0,0.0,61.72839506172839,0.0,0.0,18.51851851851852,0.0,19.753086419753085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,60.0
Yokohama,Japan,JPN,35.4443947,139.6367727,3730345.0,World Bank,1182892.0,0.8687668298776654,34.56,9.43,1.97,25.64,0.0,11.88,0.76,1.19,0.0,14.57,0.0,0.0,74.58230921556725,25.417690784432743,SWEET Model,2022,0.0,0.0,2.741817818151319e-13,-6.827897441501396e-13,0.0,-4.086079623350077e-13,-1.0953623923122597e-16,0.6666666666666667,1.7275102747637217,-0.2502090288110992,1432,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.39913751796837,11.296118830857688,2.359846669861044,30.713943459511256,0.0,14.230953521801627,0.0,3.5172290662381718,45.777539725049095,0.0,21.21049812533476,0.0,1.3569005534725942,2.1246206034636668,26.013211926441706,0.0,0.0,60.0
Kobe,Japan,JPN,34.6932379,135.1943764,1547494.0,World Bank,559401.0,0.9903789478033872,36.71,1.7499999999999998,0.8399999999999997,35.17999999999999,0.0,13.4,0.7599999999999998,0.2699999999999999,1.0199999999999998,10.069999999999997,0.0,0.0,83.3,14.89,SWEET Model,2022,309.07774206707734,34.76679997112821,-2.2296580931335638e-14,-1.4031923322032945e-12,0.0,343.8445420382041,0.2221944266266648,3.0,1.4481552181615287,-0.2909962894112938,1381,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.29358830146232,1.968503937007874,0.9448818897637792,39.572553430821145,0.0,15.073115860517436,1.1473565804274466,1.3649658758531034,57.16607084822879,0.0,21.774455638609037,1.6574585635359116,1.2349691257718556,0.4387390315242118,16.363340916477085,0.0,0.0,60.0
Naha,Japan,JPN,26.2122345,127.6791452,323558.0,World Bank,100375.0,0.8499248975454169,6.3,7.7,0.0,50.0,0.0,31.5,2.8,0.0,0.0,1.7000000000000002,0.0,0.0,85.58117195004805,14.418828049951973,SWEET Model,2022,0.0,0.0,0.0,-3.113791827498044e-12,0.0,-3.113791827498044e-12,-9.623597090778295e-15,0.3333333333333333,2.084789004270915,-0.2865980191637418,2105,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5968586387434565,8.062827225130892,0.0,52.35602094240839,0.0,32.984293193717285,0.0,0.0,58.13953488372093,0.0,36.627906976744185,0.0,3.255813953488372,0.0,1.976744186046512,0.0,0.0,60.0
Kitakyushu,Japan,JPN,33.8829996,130.8749015,972192.0,World Bank,409332.0,1.1535350365427564,49.149149149149146,0.0,0.0,26.42642642642643,0.0,8.708708708708707,0.8008008008008007,0.6006006006006006,0.0,14.314314314314316,0.0,0.0,74.94817885697364,25.05182114302635,SWEET Model,2022,0.0,0.0,0.0,40.08421551283157,0.0,40.08421551283157,0.0412307605008388,1.6666666666666667,1.978200867915913,-0.2686540654857072,1708,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.31353919239904,0.0,0.0,31.353919239904997,0.0,10.332541567695962,0.0,0.0,51.96850393700788,0.0,17.125984251968504,0.0,1.574803149606299,1.1811023622047243,28.149606299212603,0.0,0.0,60.0
Toyama,Japan,JPN,36.6468015,137.2183531,418495.0,World Bank,163417.0,1.0698283330008198,34.5,0.1,1.2,35.5,0.0,15.1,0.5,0.2,0.3,12.6,0.436161776367962,0.0,75.49563838223632,24.06819984139572,SWEET Model,2022,0.0512392090365808,0.0001485194464802,0.0017822333578127,0.0527244035010795,0.0,0.1058943653419534,0.0002530361541761,1.3333333333333337,1.977599565987842,-0.4054777308126867,2019,0.0,100.0,0.0,48.38709677419354,0.1402524544179523,1.6830294530154275,49.78962131837307,0.0,0.0,0.0,0.0,39.7923875432526,0.1153402537485582,1.384083044982699,40.94579008073818,0.0,17.416378316032294,0.3460207612456747,1.834862385321101,54.28134556574923,0.0,23.08868501529052,0.4587155963302752,0.764525993883792,0.3058103975535168,19.26605504587156,0.0,0.0,60.0
Atyrau,Kazakhstan,KAZ,47.6605827,50.806203,275896.0,World Bank,100000.0,0.9930285424207892,32.5,1.2,0.0,27.6,0.0,8.3,2.9,4.3,0.7,22.5,5.0,0.0,0.0,0.0,SWEET Model,2022,567.316500424082,24.81168910724636,0.0,786.7083467533573,0.0,1378.8365362846855,4.997667730901085,63.66666666666667,1.2189480893497473,0.0231174950277024,211,0.0,0.0,100.0,53.01794453507341,1.9575856443719413,0.0,45.02446982055465,0.0,0.0,0.0,0.0,46.23044096728307,1.7069701280227598,0.0,39.26031294452348,0.0,11.806543385490755,0.995732574679943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Nairobi,Kenya,KEN,-1.2832533,36.8172449,3050000.0,World Bank,829645.0,0.7452459016393442,50.95095095095096,0.0,0.0,17.51751751751752,0.0,16.116116116116117,2.002002002002002,2.002002002002002,0.0,11.411411411411413,0.0,0.0,0.0,5.0,SWEET Model,2022,9043.245942126332,0.0,0.0,4514.310217955545,0.0,13557.556160081876,4.445100380354713,60.0,5.18630987028883,3.9773210029615536,1008,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.23668639053255,0.0,0.0,20.710059171597628,0.0,19.05325443786982,0.0,0.0,35.714285714285715,0.0,32.85714285714286,0.0,4.081632653061225,4.081632653061225,23.265306122448983,0.0,0.0,60.0
Osh,Kyrgyz Republic,KGZ,40.5361899,72.8033618,281900.0,World Bank,312700.0,3.0390646639486456,64.1964196419642,0.0,0.22002200220022,9.2009200920092,0.0,13.11131113111311,1.27012701270127,4.670467046704671,0.27002700270027,7.06070607060706,5.0,0.0,0.0,0.0,SWEET Model,2022,3483.7747576230827,0.0,11.64349365528641,738.5231014798195,0.0,4233.941352758188,15.019302421987188,94.0,2.0295958777643675,1.303700729059254,276,0.0,0.0,100.0,87.20282570302949,0.0,0.2988724358103519,12.498301861160169,0.0,0.0,0.0,0.0,73.79009081503621,0.0,0.2529026324864927,10.575928267616968,0.0,15.07069778135418,0.3103805035061501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Bishkek,Kyrgyz Republic,KGZ,42.8777895,74.6066926,865000.0,World Bank,544700.0,1.7252355689286565,37.0,0.0,1.0,27.0,0.0,7.000000000000001,4.0,1.0,0.0,23.0,0.0,0.0,0.0,1.0,SWEET Model,2022,3650.3277243524512,0.0,85.84548122236411,3573.850480826718,0.0,7310.023686401533,8.45089443514628,81.33333333333333,2.800130257019417,2.1516810948741583,421,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.38888888888889,0.0,1.388888888888889,37.50000000000001,0.0,9.722222222222223,0.0,1.5873015873015872,42.85714285714286,0.0,11.111111111111112,0.0,6.349206349206349,1.5873015873015872,36.50793650793651,0.0,0.0,60.0
Phnom Penh,Cambodia,KHM,11.568271,104.9224426,1731000.0,World Bank,711750.0,1.126516464471404,69.99999999999999,0.0,5.999999999999998,4.999999999999999,0.0,5.999999999999998,2.0,2.0,0.0,8.999999999999998,0.15,0.0,0.0,0.0,SWEET Model,2022,10536.931980421012,0.0,1314.035427760003,1421.305390641048,0.0,13272.27279882206,7.667401963502058,78.0,2.51963425656172,2.971382337153017,1318,0.0,0.0,100.0,86.41975308641975,0.0,7.4074074074074066,6.172839506172839,0.0,0.0,0.0,0.0,80.45977011494254,0.0,6.896551724137932,5.74712643678161,0.0,6.896551724137932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
South Tarawa,Kiribati,KIR,1.3490778,173.0386512,46000.0,World Bank,8395.0,0.5,73.92607392607393,0.0,0.0,6.993006993006993,0.0,6.593406593406594,8.39160839160839,2.5974025974025974,0.9990009990009988,0.4995004995004994,0.0,0.0,0.0,1.0,SWEET Model,2022,300.7029085176458,0.0,0.0,48.829768500491824,0.0,349.53267701813763,7.598536456916036,77.0,4.66722586098034,3.0764611004101328,1538,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.52144469525959,0.0,0.0,7.900677200902936,0.0,7.449209932279912,1.128668171557562,0.0,26.819923371647512,0.0,25.287356321839084,3.8314176245210727,32.183908045977006,9.961685823754788,1.9157088122605364,0.0,0.0,60.0
Seoul,"Korea, Rep.",KOR,37.5666791,126.9782914,10204000.0,World Bank,3353985.0,0.9005292042336339,9.4,0.0,0.0,41.7,0.0,5.9,9.9,0.0,2.7,30.4,29.0,0.0,8.0,36.0,SWEET Model,2022,801.170409442856,0.0,0.0,8420.75096728292,0.0,9221.921376725775,0.9037555249633256,10.0,3.307980066697413,0.2123792601748331,1315,100.0,0.0,0.0,25.737558211227952,0.0,0.0,74.26244178877205,0.0,0.0,0.0,0.0,19.02733920638492,0.0,0.0,63.56466960479483,0.0,11.94269162953947,5.465299559280775,0.0,41.88532864686812,0.0,7.011790613159061,3.2087855348355023,11.765546961063508,0.0,36.1285482440738,0.0,100.0,60.0
Vientiane,Lao PDR,LAO,17.9640988,102.6133707,997000.0,World Bank,209254.5,0.6389167502507522,34.0,30.0,0.0,7.000000000000001,0.0,12.0,1.0,7.000000000000001,3.0,6.0,0.0,0.0,0.0,10.0,SWEET Model,2022,2543.103756339588,2671.3480755425658,0.0,739.8654037078913,0.0,5954.317235590044,5.972233937402251,70.33333333333334,4.5608988189418165,2.387476945392275,1601,0.0,55.55555555555556,44.44444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.53488372093024,34.88372093023256,0.0,8.13953488372093,0.0,13.953488372093023,3.488372093023256,0.0,19.444444444444446,0.0,33.33333333333333,8.333333333333332,2.7777777777777777,19.444444444444446,16.666666666666664,10.0,0.0,60.0
Beirut,Lebanon,LBN,33.88922645,35.50255852895232,650000.0,World Bank,240000.0,1.01159114857745,51.99999999999999,2.999999999999999,2.999999999999999,14.999999999999996,0.0,12.999999999999998,5.999999999999998,4.0,2.0,2.0,10.0,0.0,0.0,5.0,SWEET Model,2022,1679.3440621747145,116.29958335489064,111.25230349092324,778.9851235429751,0.0,2685.881072563504,4.132124727020775,56.66666666666666,2.924344239927068,-0.3396486531893616,813,100.0,0.0,0.0,71.23287671232876,4.10958904109589,4.10958904109589,20.54794520547945,0.0,0.0,0.0,0.0,59.09090909090908,3.4090909090909087,3.4090909090909087,17.045454545454543,0.0,14.77272727272727,2.272727272727273,6.666666666666667,33.33333333333333,0.0,28.888888888888893,4.444444444444445,13.333333333333334,8.88888888888889,4.444444444444445,0.0,100.0,60.0
Saida,Lebanon,LBN,33.5618345,35.3780338,150000.0,World Bank,35040.0,0.6666666666666667,49.99999999999999,4.999999999999999,4.0,11.999999999999996,0.0,17.0,4.999999999999999,4.999999999999999,2.0,0.0,10.0,50.0,0.0,20.0,SWEET Model,2022,42.59307690927204,5.141660923759452,3.150837471755167,14.603227083406445,0.0,65.48880238819311,0.4365920159212874,4.333333333333334,2.924344239927068,-0.3396486531893616,813,0.0,0.0,100.0,75.02206531332746,7.502206531332744,4.368932038834951,13.10679611650485,75.02206531332746,7.502206531332744,4.368932038834951,13.10679611650485,55.55555555555555,5.5555555555555545,4.444444444444444,13.33333333333333,0.0,18.88888888888889,2.222222222222222,6.893203883495144,20.67961165048543,0.0,42.4573150318045,4.994978239035823,12.487445597589556,12.487445597589556,0.0,4.0,0.0,60.0
Monrovia,Liberia,LBR,6.328034,-10.797788,1056000.0,World Bank,284700.0,0.7386363636363636,40.0,0.0,0.0,5.0,0.0,11.0,1.0,1.0,0.0,42.0,0.0,0.0,0.0,0.0,SWEET Model,2022,2501.9105998740347,0.0,0.0,559.2231372701084,0.0,3061.133737144143,2.898800887447105,42.0,5.5258756538066,3.3610909103690023,4347,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857142857143,0.0,0.0,8.928571428571429,0.0,19.642857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Tripoli,Libya,LBY,32.896672,13.1777923,1126000.0,World Bank,263033.6,0.6399999999999999,36.33633633633633,0.0,0.0,15.315315315315312,0.0,18.61861861861862,6.706706706706707,3.503503503503504,0.0,19.51951951951952,0.0,0.0,0.0,0.0,SWEET Model,2022,1657.7145468792344,0.0,0.0,906.0314635284818,0.0,2563.746010407716,2.276861465726213,28.33333333333333,3.485482713143062,0.9312386131895112,331,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.70940170940172,0.0,0.0,21.7948717948718,0.0,26.495726495726498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Dehiwala Mt. Lavinia Municipal Council,Sri Lanka,LKA,6.861481100000001,79.86449626171952,187684.0,World Bank,63948.0,0.9334839410924746,52.55255255255255,14.114114114114113,0.0,13.613613613613612,0.0,10.51051051051051,0.7007007007007006,1.201201201201201,0.6006006006006005,6.706706706706707,0.5,0.0,0.0,3.4000000000000004,SWEET Model,2022,697.4080597175598,242.63077066370587,0.0,404.2793374752276,0.0,1344.3181678564931,7.162667930438893,75.33333333333333,0.6105513672170382,1.4551169788768803,2692,0.0,0.0,100.0,65.46134663341647,17.581047381546135,0.0,16.957605985037407,0.0,0.0,0.0,0.0,57.50273822562979,15.443592552026288,0.0,14.89594742606791,0.0,11.50054764512596,0.6571741511500547,0.0,40.84084084084083,0.0,31.53153153153153,1.8018018018018016,2.1021021021021014,3.603603603603604,20.12012012012012,0.0,0.0,60.0
Kurunegala,Sri Lanka,LKA,7.4870464,80.364908,25317.0,World Bank,17545.55,1.8987241774301853,51.94805194805196,15.984015984015986,0.0,15.684315684315688,0.0,6.193806193806195,1.9980019980019983,0.2997002997002997,0.2997002997002997,7.592407592407594,2.7,0.0,0.0,14.2,SWEET Model,2022,184.7733610575481,73.6844228846987,0.0,88.04706694298615,0.0,346.50485088523294,13.68664734704874,92.0,0.6105513672170382,1.4551169788768803,2692,0.0,0.0,100.0,62.12664277180407,19.11589008363202,0.0,18.75746714456392,0.0,0.0,0.0,0.0,57.64966740576497,17.738359201773836,0.0,17.405764966740573,0.0,6.873614190687361,0.3325942350332594,0.0,48.90965732087228,0.0,19.31464174454829,0.9345794392523366,6.230529595015577,0.9345794392523366,23.676012461059194,0.0,0.0,60.0
Trincomalee,Sri Lanka,LKA,8.576425,81.2344952,50268.0,World Bank,22662.85,1.235179438211188,12.0,37.0,0.0,4.0,0.0,3.0,1.0,2.0,1.0,40.0,5.6,0.0,0.0,4.1,SWEET Model,2022,51.34412923118458,205.4795083640765,0.0,39.12793752164858,0.0,295.9515751169097,5.887474638277029,69.33333333333334,0.6105513672170382,1.4551169788768803,2692,0.0,0.0,100.0,22.641509433962263,69.81132075471697,0.0,7.547169811320755,0.0,0.0,0.0,0.0,21.052631578947363,64.91228070175438,0.0,7.017543859649122,0.0,5.263157894736841,1.7543859649122806,0.0,7.84313725490196,0.0,5.88235294117647,1.96078431372549,1.96078431372549,3.92156862745098,78.43137254901961,0.0,0.0,60.0
Jaffna,Sri Lanka,LKA,9.665093,80.0093029,82493.0,World Bank,38278.0,1.2712743248119516,68.9,15.1,0.0,2.7,0.0,4.0,0.3,0.4,0.2,8.4,5.9,0.0,0.0,10.4,SWEET Model,2022,501.52734273453086,133.9458135026908,0.0,17.412782416481402,0.0,652.8859386537031,7.914440481661511,79.0,1.777749624888325,2.0660334234761324,901,0.0,0.0,100.0,79.46943483275663,17.416378316032294,0.0,3.1141868512110733,0.0,0.0,0.0,0.0,75.7975797579758,16.611661166116612,0.0,2.9702970297029707,0.0,4.400440044004401,0.22002200220022,0.0,16.875,0.0,24.999999999999996,1.2499999999999998,1.875,2.5,52.49999999999999,0.0,0.0,60.0
Moratuwa,Sri Lanka,LKA,6.7746821,79.8826095,171214.0,World Bank,44924.4555,0.7271601621362739,52.55255255255255,14.114114114114113,0.0,13.613613613613612,0.0,10.51051051051051,0.7007007007007006,1.201201201201201,0.6006006006006005,6.706706706706707,14.2,0.0,0.0,3.1,SWEET Model,2022,776.9603993118133,271.4072159831751,0.0,456.2772190361798,0.0,1504.644834331168,8.788094632046258,83.0,0.6105513672170382,1.4551169788768803,2692,0.0,69.62750716332378,30.37249283667622,65.46134663341647,17.581047381546135,0.0,16.957605985037407,0.0,0.0,0.0,0.0,57.50273822562979,15.443592552026288,0.0,14.89594742606791,0.0,11.50054764512596,0.6571741511500547,0.0,40.84084084084083,0.0,31.53153153153153,1.8018018018018016,2.1021021021021014,3.603603603603604,20.12012012012012,1.14,0.0,60.0
Colombo,Sri Lanka,LKA,6.9387469,79.8541134,318048.0,World Bank,282875.0,2.4367391085622296,70.75848303393214,0.0,3.493013972055888,6.58682634730539,0.0,9.181636726546904,0.8982035928143715,4.091816367265468,0.0,4.990019960079841,0.97,0.0,0.0,0.0,SWEET Model,2022,4132.6887850191215,0.0,457.82528490814576,935.658839142126,0.0,5526.1729090693925,17.375279546072896,96.0,0.6105513672170382,1.4551169788768803,2692,0.0,0.0,100.0,87.53086419753086,0.0,4.320987654320987,8.148148148148149,0.0,0.0,0.0,0.0,78.6031042128603,0.0,3.8802660753880263,7.3170731707317085,0.0,10.199556541019955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Vilnius,Lithuania,LTU,54.6870458,25.2829111,517000.0,World Bank,289300.0,1.5330807344797437,24.34869739478958,11.222444889779558,4.909819639278557,11.82364729458918,0.0,9.919839679358718,7.214428857715431,12.5250501002004,0.0,18.03607214428857,0.0,0.0,0.0,36.0,SWEET Model,2022,3100.1526280206317,1798.1579029102743,539.2493654964278,1740.3806421552813,0.0,7177.940538582613,13.883830828979908,92.66666666666666,1.2729634786937227,0.0135210873684066,650,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13043478260869,18.035426731078903,7.890499194847021,19.00161030595813,0.0,15.942028985507248,0.0,7.620528771384139,18.35147744945568,0.0,15.396578538102643,0.0,11.197511664074652,19.440124416796262,27.993779160186627,0.0,0.0,60.0
Kaunas,Lithuania,LTU,54.8982139,23.9044817,292691.0,World Bank,130663.0,1.2230674052765826,23.187394036102525,7.499750673182406,2.084372195073302,10.50164555699611,0.0,19.607060935474223,3.001894883813703,5.325620823775806,0.0,28.792260895581933,0.0,0.0,0.0,13.0,SWEET Model,2022,1333.409292381166,542.7394147413249,158.91993616397716,1052.4081501365674,0.0,3087.476793423036,10.548588078974197,88.0,1.2729634786937227,0.0135210873684066,650,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.87549563838224,11.92704203013481,3.31482950039651,16.70103092783505,0.0,31.181601903251387,0.0,3.007194244604316,15.151079136690646,0.0,28.28776978417266,0.0,4.330935251798561,7.68345323741007,41.539568345323744,0.0,0.0,60.0
Riga,Latvia,LVA,56.9493977,24.1051846,643368.0,World Bank,312346.0,1.3300979622135771,31.83183183183183,2.402402402402402,2.5025025025025025,17.117117117117118,3.103103103103103,4.604604604604604,0.7007007007007006,1.8018018018018012,0.5005005005005005,35.43543543543543,1.0,0.0,4.0,0.0,SWEET Model,2022,4179.211359986024,413.1341252350666,598.0628886239301,5136.9317724256825,569.4742759795503,10896.814422250254,16.937140831142138,95.0,0.3600026660626199,-0.4606649645828131,652,0.0,100.0,0.0,59.10780669144982,4.4609665427509295,4.646840148698884,31.78438661710037,0.0,0.0,0.0,0.0,51.29032258064517,3.870967741935484,4.03225806451613,27.580645161290327,5.0,7.419354838709678,0.806451612903226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Rabat,Morocco,MAR,34.02236,-6.8340222,650000.0,World Bank,237250.0,1.0,50.24924723337514,0.0,0.0,12.063807371504746,5.782651467332854,13.75872245675748,4.386839044183544,3.2901292831376585,9.970088736780784e-06,10.46859317361982,0.0,0.0,0.0,3.0,SWEET Model,2022,1873.1596315340823,0.0,0.0,692.209369431557,197.078000806739,2762.4470017723784,4.249918464265198,58.333333333333336,3.73091419122098,1.499072713744476,519,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.38854307082302,0.0,0.0,14.738122443590449,7.064554559737571,16.808767745582497,1.2180266482306154e-05,0.0,24.24849213457071,11.623244163678525,27.65530507909717,2.0040076144273315e-05,8.817633503480257,6.613225127610195,21.04207995148698,0.0,100.0,60.0
Tangier,Morocco,MAR,35.7774341,-5.8032309,1100000.0,World Bank,315000.0,0.8717310087173101,66.0,5.0,0.0,9.0,0.0,11.0,1.0,1.0,0.0,7.000000000000001,0.0,0.0,0.0,0.0,SWEET Model,2022,4090.181683259655,357.6448835397717,0.0,901.2484963262608,0.0,5349.075063125687,4.862795511932443,62.0,3.617262691154366,2.080714424622787,818,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.52747252747253,5.494505494505495,0.0,9.89010989010989,0.0,12.087912087912088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,60.0
Beni Mellal,Morocco,MAR,32.334193,-6.353335,192362.0,World Bank,52955.0,0.7542144071117056,65.0,0.0,0.0,6.0,0.0,7.000000000000001,2.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,SWEET Model,2022,631.316814423753,0.0,0.0,83.50398299965171,0.0,714.8207974234047,3.716018742908707,55.00000000000001,2.2666078235130005,1.5743277263363886,267,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333334,0.0,0.0,7.692307692307692,0.0,8.974358974358974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Soldanesti,Moldova,MDA,47.8135624,28.793231,7500.0,World Bank,2037.5,0.7442922374429224,20.22022022022022,0.0,0.0,5.505505505505505,0.0,9.10910910910911,0.7007007007007006,3.503503503503504,0.0,60.96096096096096,1.0,0.0,4.0,0.0,SWEET Model,2022,16.71807474872202,0.0,0.0,8.975153109279741,0.0,25.69322785800176,3.425763714400235,48.66666666666667,1.6440588033628245,-0.0723577713322987,545,0.0,100.0,0.0,78.59922178988327,0.0,0.0,21.400778210116734,0.0,0.0,0.0,0.0,58.04597701149425,0.0,0.0,15.804597701149426,0.0,26.14942528735633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
