City,Country,Country ISO3,Latitude,Longitude,Population,Input Data Source,Waste Generation Rate (tons/year),Waste Generation Rate per Capita (kg/person/day),Waste Components: Food (%),Waste Components: Green (%),Waste Components: Wood (%),Waste Components: Paper and Cardboard (%),Waste Components: Textiles (%),Waste Components: Plastic (%),Waste Components: Metal (%),Waste Components: Glass (%),Waste Components: Rubber/Leather (%),Waste Components: Other (%),Diversons: Compost (%),Diversons: Anaerobic Digestion (%),Diversons: Incineration (%),Diversons: Recycling (%),Emissions Source,Year,Emissions: Food (tons CH4/year),Emissions: Green (tons CH4/year),Emissions: Wood (tons CH4/year),Emissions: Paper and Cardboard (tons CH4/year),Emissions: Textiles (tons CH4/year),Emissions: Total (tons CH4/year),Emissions per Capita (kg CH4/person/year),Percentile: Emissions per Capita (%),Population Growth Rate: Historic (%),Population Growth Rate: Future (%),Average Annual Precipitation (mm/year),Percent of Waste to Landfills with Gas Capture (%),Percent of Waste to Landfills without Gas Capture (%),Percent of Waste to Dumpsites (%),Diversion Components: Composted Food (% of Total Composted),Diversion Components: Composted Green (% of Total Composted),Diversion Components: Composted Wood (% of Total Composted),Diversion Components: Composted Paper and Cardboard (% of Total Composted),Diversion Components: Anaerobically Digested Food (% of Total Digested),Diversion Components: Anaerobically Digested Green (% of Total Digested),Diversion Components: Anaerobically Digested Wood (% of Total Digested),Diversion Components: Anaerobically Digested Paper and Cardboard (% of Total Digested),Diversion Components: Incinerated Food (% of Total Incinerated),Diversion Components: Incinerated Green (% of Total Incinerated),Diversion Components: Incinerated Wood (% of Total Incinerated),Diversion Components: Incinerated Paper and Cardboard (% of Total Incinerated),Diversion Components: Incinerated Textiles (% of Total Incinerated),Diversion Components: Incinerated Plastic (% of Total Incinerated),Diversion Components: Incinerated Rubber/Leather (% of Total Incinerated),Diversion Components: Recycled Wood (% of Total Recycled),Diversion Components: Recycled Paper and Cardboard (% of Total Recycled),Diversion Components: Recycled Textiles (% of Total Recycled),Diversion Components: Recycled Plastic (% of Total Recycled),Diversion Components: Recycled Rubber/Leather (% of Total Recycled),Diversion Components: Recycled Metal (% of Total Recycled),Diversion Components: Recycled Glass (% of Total Recycled),Diversion Components: Recycled Other (% of Total Recycled),Informal Waste Collection Rate (%),Fraction of Waste to Methane Capture Landfills (%),Methane Capture Efficiency (%)
Kandahar,Afghanistan,AFG,31.6205738,65.7157573,429000.0,World Bank,120971.0,0.7725580355717342,11.599420028998548,4.489775511224439,0.0,1.4989250537473129,0.0,9.642517874106291,0.1689915504224788,2.310884455777211,5.928703564821759,64.36078196090195,5.0,0.0,0.0,0.0,SWEET Model,2022,194.8378011000319,82.85212616950082,0.0,35.633766745453656,0.0,313.3236940149864,0.7303582611071943,8.333333333333332,2.6069164758736774,3.2144745585570123,199,0.0,0.0,100.0,65.95030985274887,25.52731821024504,0.0,8.522371937006085,0.0,0.0,0.0,0.0,34.980850999668284,13.540001809354363,0.0,4.5203703145261,0.0,29.07934018877597,17.87943668767528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Mazar-E-Sharif,Afghanistan,AFG,36.7099311,67.1092145,635250.0,World Bank,52368.4,0.2258560700403789,50.60120240480962,2.875751503006012,0.1803607214428857,1.693386773547094,0.0,10.661322645290582,0.3206412825651302,1.3226452905811623,3.4168336673346693,28.927855711422843,5.0,0.0,0.0,0.0,SWEET Model,2022,433.54857847098407,25.34983619431656,1.1772163467155603,17.592888274529418,0.0,477.6685192865456,0.7519378501165613,9.0,4.195243154318762,4.021067689760094,178,0.0,0.0,100.0,91.41926140477914,5.195510499637943,0.3258508327299059,3.0593772628530047,0.0,0.0,0.0,0.0,72.88208976764324,4.142011834319526,0.2597777457064511,2.439024390243902,0.0,15.355751190648,4.921345071438879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Kabul,Afghanistan,AFG,34.5260109,69.1776838,3700000.0,World Bank,1889787.5,1.4729729729729728,13.636363636363638,4.040404040404041,1.0101010101010102,5.050505050505051,0.0,11.111111111111112,0.5050505050505051,1.0101010101010102,0.0,63.63636363636363,5.0,0.0,0.0,0.0,SWEET Model,2022,3624.7447949834864,1096.93004230369,199.79647081475852,1609.3482675165055,0.0,6530.819575618441,1.765086371788768,19.0,4.688825429882404,3.189121577407405,347,0.0,0.0,100.0,57.44680851063831,17.02127659574468,4.25531914893617,21.27659574468085,0.0,0.0,0.0,0.0,39.130434782608695,11.594202898550725,2.898550724637681,14.492753623188406,0.0,31.884057971014496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,60.0
Luanda,Angola,AGO,-8.8272699,13.2439512,4508000.0,World Bank,1316336.0,0.8,21.0,3.0,1.0,11.0,0.0,12.0,3.0,6.0,0.0,43.0,0.0,0.0,0.0,0.0,SWEET Model,2022,5475.072586730639,847.9926431139045,237.6750094058634,3943.4393310407945,0.0,10504.179570291204,2.3301196917238696,29.33333333333333,6.028061833673948,3.76219262871218,512,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,6.25,2.083333333333333,22.916666666666668,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Korca,Albania,ALB,40.6158501,20.7771401,51152.0,World Bank,21000.0,1.124770225511074,37.0,0.0,0.0,11.0,0.0,11.0,2.0,2.0,0.0,37.0,1.0,0.0,4.0,0.0,SWEET Model,2022,333.33400631483744,0.0,0.0,192.99155526707176,0.0,526.3255615819091,10.28944247696882,87.33333333333333,2.553554276737846,1.0984914488242126,1160,0.0,100.0,0.0,77.08333333333334,0.0,0.0,22.916666666666668,0.0,0.0,0.0,0.0,62.71186440677966,0.0,0.0,18.64406779661017,0.0,18.64406779661017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Vlora,Albania,ALB,40.45106355,19.49198823775286,79513.0,World Bank,37955.0,1.307789938373134,40.42,0.0,0.0,18.94,0.0,11.1,0.99,4.47,0.0,24.08,0.0,0.0,0.0,10.0,SWEET Model,2022,309.3137343374844,0.0,0.0,245.0644914219249,0.0,554.3782257594094,6.972170912421986,74.33333333333333,2.553554276737846,1.0984914488242126,1160,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.3658813511212,0.0,0.0,26.880499574226512,0.0,15.753619074652288,0.0,0.0,31.78919100369252,0.0,18.63041289023162,0.0,1.6616314199395767,7.502517623363544,40.41624706277274,0.0,0.0,60.0
Abu Dhabi,United Arab Emirates,ARE,24.4538352,54.3774014,1145000.0,World Bank,1033543.0,2.473034635401089,38.99999999999999,0.0,0.0,24.999999999999996,0.0,18.999999999999996,2.999999999999999,4.0,0.0,9.999999999999998,9.0,0.0,0.0,20.0,SWEET Model,2022,6204.095302863144,0.0,0.0,2837.1502027929487,0.0,9041.245505656092,7.896284284415802,78.66666666666666,8.817912301512475,1.484345957218225,63,0.0,12.676056338028168,87.32394366197184,60.93749999999999,0.0,0.0,39.0625,0.0,0.0,0.0,0.0,46.98795180722891,0.0,0.0,30.12048192771084,0.0,22.89156626506024,0.0,0.0,40.98360655737705,0.0,31.147540983606557,0.0,4.918032786885246,6.557377049180328,16.39344262295082,0.0,0.0,60.0
Dubai,United Arab Emirates,ARE,25.07428235,55.18853865430702,2415000.0,World Bank,2689808.0,3.0514852945347286,35.44481136795757,0.0,0.9806864805363752,24.307014910437307,0.0,24.246972881016717,2.3716601621134794,3.4223956769738813,1.671169818873211,7.555288702091463,0.0,0.0,0.0,25.0,SWEET Model,2022,12056.2170207242,0.0,144.837687689633,6009.525318951747,0.0,18210.58002736558,7.540612847770427,76.66666666666667,7.35695412916666,1.3626741724972025,106,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.90541632983024,0.0,1.131770412287793,28.0517380759903,0.0,27.982446009931863,1.9286291719598103,1.519144318710277,37.65307704231902,0.0,37.56006820647962,2.588745930863432,3.673849015656487,5.30150364284607,11.703611843125096,0.0,100.0,60.0
Rosario,Argentina,ARG,-32.9595004,-60.6615415,1193605.0,World Bank,438730.0,1.007033315041408,57.65925925925925,0.0,0.0,13.382716049382717,0.0,11.5358024691358,1.3827160493827155,4.869135802469135,0.0,11.17037037037037,15.2,0.0,0.0,0.0,SWEET Model,2022,3314.6494775511587,0.0,0.0,1551.3822236891403,0.0,4866.031701240298,4.076752109148586,56.00000000000001,1.4625590261312604,1.009082916248838,967,100.0,0.0,0.0,81.16224106770471,0.0,0.0,18.83775893229529,0.0,0.0,0.0,0.0,69.82418371008252,0.0,0.0,16.20619543116852,0.0,13.969620858748954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,60.0
Vanadzor,Armenia,ARM,40.8111917,44.4851995,86199.0,World Bank,23556.855151,0.7499998013516668,28.000000000000004,0.0,0.0,10.0,0.0,15.75,3.75,6.0,2.0,34.5,5.0,0.0,0.0,0.0,SWEET Model,2022,107.81765129587356,0.0,0.0,60.03253896192137,0.0,167.85019025779494,1.9472405742270205,23.0,1.6671169304914413,0.264037846512144,366,0.0,0.0,100.0,73.6842105263158,0.0,0.0,26.31578947368421,0.0,0.0,0.0,0.0,50.22421524663677,0.0,0.0,17.937219730941706,0.0,28.251121076233183,3.587443946188341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,60.0
Spitak,Armenia,ARM,40.8343352,44.2647711,12881.0,World Bank,2866.0,0.6095842554553643,29.500000000000004,0.0,0.0,4.500000000000001,0.0,9.750000000000002,4.000000000000001,6.750000000000002,2.7500000000000004,42.75000000000001,5.0,0.0,0.0,0.0,SWEET Model,2022,13.60850169457154,0.0,0.0,3.2419743019075407,0.0,16.85047599647908,1.3081652042915208,14.666666666666666,1.6671169304914413,0.264037846512144,366,0.0,0.0,100.0,86.76470588235294,0.0,0.0,13.23529411764706,0.0,0.0,0.0,0.0,63.44086021505376,0.0,0.0,9.67741935483871,0.0,20.967741935483872,5.913978494623655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Perth,Australia,AUS,-31.947841,115.852514,20359.0,World Bank,12215.400000000029,1.64383561643836,39.98005982053839,2.4925224327018944,1.994017946161515,15.154536390827516,0.0,8.175473579262212,3.489531405782652,6.779661016949152,0.0,21.93419740777667,0.0,0.0,0.0,18.0,SWEET Model,2022,95.4608404406582,7.083207701264166,4.521135305788373,47.99041400968208,0.0,155.05559745739285,7.616071391394118,77.33333333333333,2.725989412800267,1.157726395876768,757,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.97058823529411,3.6764705882352935,2.9411764705882346,22.352941176470583,0.0,12.05882352941176,0.0,3.466204506065858,26.34315424610052,0.0,14.211438474870016,0.0,6.065857885615252,11.78509532062392,38.12824956672444,0.0,0.0,60.0
Melbourne,Australia,AUS,-37.814,144.96332,4203000.0,World Bank,2521800.0000000056,1.64383561643836,68.20317968203179,1.0298970102989702,0.0,11.43885611438856,0.0,15.328467153284672,0.0,2.9997000299970003,0.0,0.9999000099990002,0.0,0.0,0.0,25.81,SWEET Model,2022,76935.8100160424,1416.2831302004804,0.0,8489.042132187482,0.0,86841.13527843035,20.661702421706007,99.66666666666669,1.8982309674754785,1.3288712631064348,625,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.04468284553693,1.0728049161545674,0.0,11.915425476512864,0.0,15.967086761795647,0.0,0.0,37.17907052323692,0.0,49.82125446863829,0.0,0.0,9.7497562560936,3.249918752031199,0.0,0.0,60.0
Vienna,Austria,AUT,48.2083537,16.3725042,1741246.0,World Bank,1036879.0,1.6314549371896008,31.4,0.0,0.0,37.0,0.0,2.9,3.6000000000000005,8.3,0.0,16.8,15.0,0.0,22.0,0.0,SWEET Model,2022,9028.908925108752,0.0,0.0,24964.668370695024,0.0,33993.57729580378,19.52255872852186,98.33333333333331,0.2547813282561373,0.7336275847735552,572,0.0,100.0,0.0,45.906432748538016,0.0,0.0,54.09356725146199,0.0,0.0,0.0,0.0,44.03927068723703,0.0,0.0,51.89340813464236,0.0,4.067321178120617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Baku,Azerbaijan,AZE,40.3755885,49.8328009,2374000.0,World Bank,1965922.0,2.268781664377791,41.658341658341655,0.0,1.3986013986013983,18.081918081918083,0.0,10.38961038961039,1.4985014985014982,6.393606393606394,0.0,20.579420579420574,0.0,0.0,24.21,0.0,SWEET Model,2022,11171.030406888229,0.0,396.7825241524697,7635.683150079311,0.0,19203.49608112001,8.089088492468413,80.33333333333333,1.3804895335925993,1.249930953611722,243,42.48656228090676,0.0,57.51343771909325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.24022346368714,0.0,1.955307262569832,25.27932960893855,0.0,14.525139664804469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.48656228090676,60.0
Muyinga,Burundi,BDI,-2.7106551,30.3601342,632409.0,World Bank,5657.5,0.0245094551152814,44.4,6.9,0.5,10.4,3.0,8.0,2.6,2.1,0.4,21.7,0.0,0.0,0.0,0.0,SWEET Model,2022,52.71989657137249,9.203936279749724,0.6338394705434086,18.934227480343598,3.2888236318214683,84.78072343383067,0.1340599571382296,2.666666666666667,5.94824067555122,3.424873508449311,1047,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.32608695652174,9.375000000000002,0.6793478260869565,14.130434782608695,4.076086956521739,10.869565217391305,0.5434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Kayanza,Burundi,BDI,-3.0214816,29.6458034,585412.0,World Bank,4015.0,0.0187901853737197,44.4,6.9,0.5,10.4,3.0,8.0,2.6,2.1,0.4,21.7,0.0,0.0,0.0,0.0,SWEET Model,2022,39.59407317052144,6.79836223992183,0.4620320058989036,13.8436373256526,2.4046020168627344,63.10270675885751,0.1077919597802189,2.333333333333333,5.858748063133912,5.5035578072697655,1218,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.32608695652174,9.375000000000002,0.6793478260869565,14.130434782608695,4.076086956521739,10.869565217391305,0.5434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Ngozi,Burundi,BDI,-2.8776895,29.8994986,39884.0,World Bank,6752.5,0.4638451509377193,44.4,6.9,0.5,10.4,3.0,8.0,2.6,2.1,0.4,21.7,0.0,0.0,0.0,0.0,SWEET Model,2022,66.59003215042243,11.433609221686712,0.7770538281027021,23.28248095677937,4.044103391996416,106.12727954898764,2.660898594649173,37.333333333333336,5.858748063133912,5.5035578072697655,1218,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.32608695652174,9.375000000000002,0.6793478260869565,14.130434782608695,4.076086956521739,10.869565217391305,0.5434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Bujumbura,Burundi,BDI,-3.3638125,29.3675028,412000.0,World Bank,210532.0,1.4,44.4,6.9,0.5,10.4,3.0,8.0,2.6,2.1,0.4,21.7,0.0,0.0,0.0,0.0,SWEET Model,2022,2076.169218614251,356.4813945442646,24.22727827295343,725.9100008578562,126.08858575694774,3308.876478046273,8.031253587490953,80.0,5.858748063133912,5.5035578072697655,1218,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.32608695652174,9.375000000000002,0.6793478260869565,14.130434782608695,4.076086956521739,10.869565217391305,0.5434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Brussels,Belgium,BEL,50.8465573,4.351697,1154635.0,World Bank,469559.0,1.1141728890070284,0.0,12.0,0.0,35.0,0.0,11.0,0.0,22.0,0.0,20.0,15.0,0.0,22.0,0.0,SWEET Model,2022,0.0,1715.66916190301,0.0,8893.729331713104,0.0,10609.398493616114,9.188530136030966,84.0,0.5527357969580704,0.4166403576818522,783,0.0,100.0,0.0,0.0,25.53191489361702,0.0,74.46808510638297,0.0,0.0,0.0,0.0,0.0,20.689655172413797,0.0,60.3448275862069,0.0,18.965517241379317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Liege,Belgium,BEL,50.6450944,5.5736112,1020579.0,World Bank,525300.0,1.4101584318232894,33.2,2.7,2.3,17.2,5.9,20.5,1.5,1.4,0.0,15.3,14.000000000000002,3.0,26.0,53.0,SWEET Model,2022,222.8442484241966,114.51264475196864,0.7168899096810702,5.361089759353953,-8.248116501005693e-14,343.4348728452002,0.3365098369114004,4.0,0.1689861140284243,0.316564951585585,883,100.0,0.0,0.0,59.92779783393502,4.873646209386282,4.151624548736462,31.046931407942235,59.92779783393502,4.873646209386282,4.151624548736462,31.046931407942235,40.58679706601467,3.3007334963325183,2.8117359413202934,21.02689486552567,7.212713936430316,25.061124694376524,0.0,3.58814352574103,26.833073322932915,9.204368174726987,31.98127925117004,0.0,2.3400936037441493,2.18408736349454,23.868954758190327,0.0,100.0,60.0
Porto Novo,Benin,BEN,6.4990718,2.6253361,600000.0,World Bank,109500.0,0.5,53.79241516966067,0.0,0.0,7.485029940119759,1.8962075848303388,6.387225548902194,2.694610778443113,1.297405189620758,0.0,26.447105788423148,0.0,0.0,0.0,0.0,SWEET Model,2022,1222.77796833734,0.0,0.0,272.96567533116377,41.63949513295457,1537.3831388014582,2.562305231335764,35.333333333333336,5.179863047810085,2.85445654155394,1181,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.33142037302724,0.0,0.0,10.760401721664271,2.725968436154949,9.182209469153513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Cotonou,Benin,BEN,6.3676953,2.4252507,642000.0,World Bank,258420.0,1.102803738317757,58.24,0.0,1.54,3.96,0.0,4.43,1.13,0.86,0.22,29.62,0.0,0.0,0.0,0.0,SWEET Model,2022,3124.351810886382,0.0,94.0365550316974,340.8173428540899,0.0,3559.205708772169,5.543934125813348,67.0,5.179863047810085,2.85445654155394,1181,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.15864892528148,0.0,2.251791197543501,5.790320222254715,0.0,6.477555198128382,0.3216844567919287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Bobo Dioulasso,Burkina Faso,BFA,11.1765796,-4.2961436,365000.0,World Bank,90000.0,0.6755488834678176,28.39999716000028,0.0,0.0,7.999999200000079,1.299999870000013,7.09999929000007,1.399999860000014,1.099999890000011,9.9999990000001e-06,52.69999473000052,0.0,0.0,0.0,0.0,SWEET Model,2022,524.4542150004542,0.0,0.0,214.07130938788848,20.946762531503065,759.4722869198457,2.0807459915612214,25.333333333333336,4.816397622416213,4.712349544687311,955,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.392842992668974,0.0,0.0,17.85713887117436,2.9017850665658336,15.848210748167244,2.232142358896795e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Ouagadougou,Burkina Faso,BFA,12.3681873,-1.5270944,1328000.0,World Bank,315068.0,0.65,39.0,0.0,0.0,9.0,0.0,10.0,4.0,3.0,0.0,35.0,0.0,0.0,0.0,0.0,SWEET Model,2022,2468.1810309520342,0.0,0.0,757.5342137578307,0.0,3225.7152447098647,2.4290024433056208,32.666666666666664,6.537314577183562,4.629161773526924,730,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.24137931034484,0.0,0.0,15.517241379310343,0.0,17.24137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Patuakhali,Bangladesh,BGD,22.0084243,90.38268272700292,65000.0,World Bank,4982.49,0.2200210748155953,84.36156384361564,1.60983901609839,0.0,3.0996900309969004,0.0,2.88971102889711,0.3999600039996,0.6299370062993701,1.05989401059894,5.949405059494051,0.0,0.0,0.0,4.55,SWEET Model,2022,90.7176244523365,2.132393019849998,0.0,5.130612795100416,0.0,97.9806302672869,1.507394311804414,17.666666666666668,2.775575158388821,2.6484137293659504,2210,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.69117488982047,1.7306245297215948,0.0,3.3322584112651827,0.0,3.106524776953671,1.139417392239063,0.0,22.09550962223806,0.0,20.59871703492516,7.555238774055595,2.8510334996436204,4.490377761938703,42.40912330719886,4.55,0.0,60.0
Chittagong,Bangladesh,BGD,22.68394485,91.78913897849154,2581643.0,World Bank,280620.842,0.3399979875829207,79.03790379037905,0.7200720072007202,0.0,3.600360036003601,0.0,7.210721072107211,1.0401040104010402,0.22002200220022,2.0902090209020905,6.080608060806082,0.42,0.0,0.0,12.41,SWEET Model,2022,4705.553961981751,52.00693645330658,0.0,216.41633428600093,0.0,4973.9772327210585,1.9266712061741529,21.666666666666668,4.163233133531885,2.3475228482529475,3053,0.0,0.0,100.0,94.81703659268146,0.8638272345530893,0.0,4.319136172765447,0.0,0.0,0.0,0.0,85.2995143011333,0.7771181867242309,0.0,3.885590933621155,0.0,7.781975175391256,2.255801403130059,0.0,17.786561264822137,0.0,35.622529644268766,10.326086956521738,5.138339920948616,1.0869565217391304,30.0395256916996,12.41,0.0,60.0
Rangpur,Bangladesh,BGD,25.6376135,89.0826381,294265.0,World Bank,24733.9872,0.2419960202678184,76.66466706658667,1.409718056388722,0.0,2.809438112377524,0.0,4.549090181963607,0.4999000199960007,0.5898820235952809,0.739852029594081,12.737452509498098,0.0,0.0,0.0,4.84,SWEET Model,2022,404.1940305540848,9.084817040657006,0.0,24.34176145179765,0.0,437.6206090465394,1.487165001092687,17.0,3.6041425149867754,2.321015384271319,2340,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.96623738252697,1.635920640445527,0.0,3.260239006845341,0.0,5.279034690799396,0.8585682793827589,0.0,12.813497492020062,0.0,20.74783401732786,3.37437300501596,2.279981760145919,2.6903784769721844,58.093935248518015,4.84,0.0,60.0
Dhaka,Bangladesh,BGD,23.7644025,90.389015,5700000.0,World Bank,1424689.0,0.6847820235520308,78.86999999999999,0.0,0.0,4.289999999999999,0.0,4.099999999999999,4.084999999999999,4.084999999999999,0.0,4.569999999999999,0.0,0.0,0.0,13.5,SWEET Model,2022,24117.11491825161,0.0,0.0,1175.0866205905315,0.0,25292.201538842142,4.437228340147745,59.66666666666667,6.086859468089334,2.679911521665334,2145,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.38505615402244,0.0,0.0,4.916341966536787,0.0,4.698601879440751,0.0,0.0,20.302886890676763,0.0,19.40369143398012,0.0,19.33270231897776,19.33270231897776,21.628017037387604,0.0,0.0,60.0
Rajshahi,Bangladesh,BGD,24.3715513,88.5921038,448087.0,World Bank,38182.41713,0.2449970653020507,81.97639527905581,0.6601320264052811,0.0,2.6405281056211245,0.0,4.050810162032407,0.04000800160032,0.3000600120024005,0.4200840168033607,9.9119823964793,0.0,0.0,0.0,4.71,SWEET Model,2022,641.2079380236446,5.996866139959836,0.0,27.247092952707963,0.0,674.4518971163125,1.505180683921454,17.333333333333336,4.600032077101024,2.226157870059775,1474,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.34068873286527,0.7355399531929122,0.0,2.942159812771649,0.0,4.513540621865599,0.4680708793045804,0.0,15.2073732718894,0.0,23.329493087557605,2.419354838709677,0.2304147465437788,1.7281105990783412,57.08525345622121,4.71,0.0,60.0
Banja Luka,Bosnia and Herzegovina,BIH,44.7720845,17.1917651,180053.0,World Bank,65941.0,1.0033727512043829,34.16583416583416,0.0,4.095904095904094,10.789210789210788,0.0,22.27772227772228,6.593406593406594,4.895104895104894,0.8991008991008992,16.28371628371628,1.0,0.0,4.0,0.0,SWEET Model,2022,345.4307256801511,0.0,72.32585573918104,235.06163555805847,0.0,652.8182169773906,3.62570030478465,52.33333333333333,1.470240193714778,0.4811279128516643,1064,100.0,0.0,0.0,69.65376782077394,0.0,8.350305498981667,21.9959266802444,0.0,0.0,0.0,0.0,47.30290456431535,0.0,5.670816044260026,14.937759336099584,0.0,30.843706777316733,1.244813278008299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,60.0
Sarajevo,Bosnia and Herzegovina,BIH,43.8519774,18.3866868,318000.0,World Bank,146280.0,1.2602739726027397,15.07537688442211,0.0,0.0,17.08542713567839,0.0,2.5125628140703515,0.0,14.07035175879397,0.0,51.256281407035175,1.0,0.0,4.0,0.0,SWEET Model,2022,929.83506066538,0.0,0.0,2273.3244883121038,0.0,3203.159548977484,10.072828770369446,86.33333333333333,1.470240193714778,0.4811279128516643,1064,0.0,100.0,0.0,46.87500000000001,0.0,0.0,53.125,0.0,0.0,0.0,0.0,43.47826086956522,0.0,0.0,49.275362318840585,0.0,7.246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Minsk,Belarus,BLR,53.9024716,27.5618225,1915000.0,World Bank,1135421.0,1.6244085983046603,32.05307262569833,0.997605746209098,3.2222665602553877,6.883479648842779,0.0,10.095770151636074,4.219872306464486,5.865921787709497,1.745810055865922,34.91620111731844,1.0,0.0,4.0,0.0,SWEET Model,2022,5355.0442218366325,199.2093232044113,683.0653383741766,2022.9571145389295,0.0,8260.275997954152,4.313460051150993,58.66666666666666,2.847062814533708,0.1893018975803073,645,97.0,0.0,3.0,74.27184466019416,2.3116042533518257,7.466481738326398,15.950069348127602,0.0,0.0,0.0,0.0,58.2804280790858,1.813894431344096,5.858879013241429,12.515871576274264,0.0,18.35661164520225,3.1743152548521683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,60.0
Grodno,Belarus,BLR,53.6834599,23.8342648,340000.0,World Bank,147500.0,1.1885576148267525,23.8,0.0,0.9000000000000001,4.6,0.0,8.6,2.6,14.6,0.6,44.3,0.0,0.0,0.0,0.6,SWEET Model,2022,1520.326244877934,0.0,74.46465187036844,522.9523855884573,0.0,2117.74328233676,6.228656712755176,72.0,2.5880550203262187,0.321491934220286,585,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.81818181818181,0.0,2.3376623376623376,11.948051948051948,0.0,22.337662337662334,1.5584415584415583,1.1811023622047243,6.036745406824147,0.0,11.286089238845143,0.7874015748031495,3.4120734908136483,19.16010498687664,58.136482939632536,0.0,0.0,60.0
San Pedro,Belize,BLZ,17.9204087,-87.9621768,14215.0,World Bank,10166.0,1.9593425813943404,52.0,12.0,0.0,13.0,0.0,13.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,SWEET Model,2022,96.24996987502504,25.36777929468146,0.0,38.279687656853056,0.0,159.89743682655958,11.2485006561069,89.0,5.504702864293076,2.355836061688965,1438,57.60000000000001,0.0,42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.777777777777786,13.333333333333334,0.0,14.444444444444446,0.0,14.444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.60000000000001,60.0
